,Unnamed: 0,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Images
84,84,71.0,Miles Bridges,27.0,CHO,PF,77.0,77.0,31.0,6.2,13.5,0.46,1.9,5.8,0.333,4.3,7.8,0.554,0.531,2.7,3.3,0.822,1.0,4.9,5.8,3.2,0.6,0.4,1.4,1.7,17.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628970.png
85,85,72.0,Chet Holmgren,23.0,OKC,PF,69.0,69.0,28.9,6.3,11.3,0.557,1.3,3.5,0.362,5.0,7.8,0.646,0.614,3.3,4.1,0.792,1.9,7.0,8.9,1.7,0.6,1.9,1.6,2.3,17.1,"DPOY-2,AS,NBA3,DEF1",https://cdn.nba.com/headshots/nba/latest/1040x760/1631096.png
86,86,73.0,Jalen Williams,24.0,OKC,SG,33.0,33.0,28.4,6.5,13.5,0.484,0.7,2.3,0.299,5.8,11.2,0.523,0.51,3.3,3.9,0.837,0.8,3.8,4.6,5.5,1.2,0.3,1.9,2.0,17.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631114.png
87,87,74.0,Josh Giddey,23.0,CHI,PG,54.0,51.0,32.1,5.9,13.3,0.448,1.9,5.2,0.364,4.0,8.0,0.502,0.52,3.2,4.2,0.763,1.2,7.1,8.3,9.1,1.0,0.5,3.6,1.7,17.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630581.png
88,88,75.0,Payton Pritchard,28.0,BOS,PG,79.0,50.0,32.4,6.4,13.8,0.464,2.7,7.1,0.377,3.7,6.7,0.556,0.561,1.5,1.7,0.89,0.9,3.1,3.9,5.2,0.7,0.1,1.4,1.5,17.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630202.png
89,89,76.0,Andrew Nembhard,26.0,IND,PG,57.0,57.0,31.3,5.8,13.2,0.442,1.9,5.2,0.361,4.0,8.0,0.495,0.513,3.4,4.1,0.825,0.4,2.4,2.8,7.7,0.9,0.1,2.4,2.2,16.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629614.png
90,90,77.0,Kristaps Porziņģis,30.0,2TM,C,32.0,23.0,24.0,5.4,12.1,0.446,1.7,5.0,0.338,3.7,7.1,0.522,0.515,4.2,4.9,0.842,1.3,4.0,5.2,2.5,0.6,1.2,1.3,2.9,16.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/204001.png
91,91,77.0,Kristaps Porziņģis,30.0,ATL,C,17.0,12.0,24.3,5.6,12.4,0.457,1.8,5.1,0.36,3.8,7.3,0.524,0.531,4.0,4.8,0.84,1.2,3.9,5.1,2.7,0.5,1.3,0.9,3.2,17.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/204001.png
92,92,77.0,Kristaps Porziņģis,30.0,GSW,C,15.0,11.0,23.7,5.1,11.9,0.433,1.5,4.9,0.311,3.6,6.9,0.519,0.497,4.3,5.1,0.844,1.3,4.1,5.3,2.3,0.6,1.1,1.7,2.5,16.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/204001.png
93,93,78.0,OG Anunoby,28.0,NYK,PF,67.0,67.0,33.2,5.8,12.0,0.484,2.3,6.1,0.386,3.5,5.9,0.584,0.581,2.7,3.3,0.828,1.3,4.0,5.2,2.2,1.6,0.7,1.8,2.4,16.7,"DPOY-10,DEF2",https://cdn.nba.com/headshots/nba/latest/1040x760/1628384.png
94,94,79.0,Stephon Castle,21.0,SAS,PG,68.0,67.0,30.0,5.7,12.0,0.471,1.2,3.6,0.332,4.5,8.4,0.531,0.521,4.1,5.6,0.734,1.4,3.9,5.3,7.4,1.1,0.3,3.2,3.3,16.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642264.png
95,95,80.0,Dejounte Murray,29.0,NOP,PG,14.0,14.0,27.8,6.3,13.0,0.484,1.4,4.4,0.306,4.9,8.6,0.575,0.536,2.8,3.2,0.867,0.3,5.1,5.4,6.4,1.6,0.2,3.4,2.4,16.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627749.png
96,96,81.0,Grayson Allen,30.0,PHO,SG,51.0,27.0,28.8,5.3,13.1,0.403,3.1,8.9,0.349,2.2,4.2,0.519,0.522,2.8,3.3,0.857,0.7,2.3,3.0,3.8,1.4,0.3,1.6,2.3,16.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628960.png
97,97,82.0,Derrick White,31.0,BOS,SG,77.0,77.0,34.1,5.7,14.4,0.394,2.7,8.3,0.327,3.0,6.1,0.487,0.489,2.4,2.6,0.902,1.1,3.3,4.4,5.4,1.1,1.3,1.7,1.5,16.5,"DPOY-6,DEF1",https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png
98,98,83.0,Immanuel Quickley,26.0,TOR,PG,70.0,70.0,31.9,5.7,12.9,0.443,2.5,6.8,0.374,3.2,6.1,0.52,0.541,2.4,3.0,0.821,0.5,3.5,4.0,5.9,1.3,0.1,1.5,2.0,16.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630193.png
99,99,84.0,Matas Buzelis,21.0,CHI,PF,77.0,77.0,29.2,5.8,12.5,0.463,2.2,6.4,0.349,3.5,6.1,0.583,0.553,2.4,3.1,0.786,1.0,4.8,5.8,2.1,0.7,1.5,2.1,2.3,16.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641824.png
100,100,85.0,Jrue Holiday,35.0,POR,PG,53.0,51.0,29.4,6.0,13.4,0.451,2.6,6.8,0.378,3.5,6.5,0.527,0.548,1.7,2.0,0.838,1.3,3.3,4.6,6.1,1.0,0.1,2.8,1.5,16.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/201950.png
101,101,86.0,Alex Sarr,20.0,WAS,C,48.0,48.0,27.2,6.6,13.7,0.482,1.0,3.1,0.333,5.5,10.5,0.526,0.52,2.1,3.0,0.692,2.2,5.2,7.4,2.7,0.8,2.0,1.7,2.2,16.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642259.png
102,102,87.0,Dariq Whitehead,21.0,MEM,SF,6.0,2.0,30.5,6.2,15.5,0.398,3.2,10.0,0.317,3.0,5.5,0.545,0.5,0.8,1.2,0.714,0.3,3.7,4.0,1.5,0.7,0.0,1.7,2.2,16.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641727.png
103,103,88.0,Aaron Gordon,30.0,DEN,PF,36.0,33.0,27.9,5.5,11.1,0.497,1.7,4.4,0.389,3.8,6.7,0.568,0.574,3.5,4.5,0.767,1.4,4.4,5.8,2.7,0.6,0.3,1.1,1.7,16.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/203932.png
104,104,89.0,VJ Edgecombe,20.0,PHI,SG,75.0,75.0,35.0,6.0,13.7,0.438,2.0,5.6,0.354,4.0,8.1,0.496,0.51,2.0,2.4,0.818,1.6,4.0,5.6,4.2,1.4,0.5,1.8,2.9,16.0,ROY-3,https://cdn.nba.com/headshots/nba/latest/1040x760/1642845.png
105,105,90.0,Domantas Sabonis,29.0,SAC,C,19.0,15.0,29.7,6.3,11.6,0.543,0.3,1.4,0.185,6.1,10.2,0.593,0.554,2.9,4.1,0.727,3.4,8.0,11.4,4.1,0.9,0.2,2.7,3.5,15.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627734.png
106,106,91.0,Jabari Smith Jr.,22.0,HOU,PF,77.0,77.0,35.1,5.7,12.6,0.45,2.3,6.3,0.363,3.4,6.3,0.537,0.541,2.1,2.7,0.775,1.4,5.5,6.9,1.9,0.7,0.9,1.4,2.5,15.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631095.png
107,107,92.0,Collin Sexton,27.0,2TM,SG,68.0,22.0,23.7,5.3,10.9,0.485,1.6,4.1,0.401,3.6,6.8,0.536,0.561,3.2,3.8,0.855,0.6,1.7,2.3,3.3,1.1,0.1,2.1,2.1,15.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png
108,108,92.0,Collin Sexton,27.0,CHO,SG,42.0,12.0,22.3,4.8,9.9,0.488,1.4,3.5,0.393,3.5,6.4,0.539,0.557,3.2,3.7,0.877,0.4,1.5,1.9,3.7,0.9,0.2,2.1,1.8,14.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png
109,109,92.0,Collin Sexton,27.0,CHI,SG,26.0,10.0,26.0,6.1,12.6,0.482,2.1,5.2,0.41,4.0,7.5,0.531,0.566,3.2,3.9,0.822,0.9,2.0,2.9,2.5,1.5,0.1,2.0,2.7,17.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png
110,110,93.0,Jarrett Allen,27.0,CLE,C,56.0,56.0,27.1,6.0,9.4,0.638,0.0,0.2,0.1,6.0,9.3,0.649,0.639,3.3,4.7,0.709,2.6,5.9,8.5,1.8,1.0,0.8,1.3,1.7,15.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628386.png
111,111,94.0,Jaime Jaquez Jr.,24.0,MIA,SF,75.0,1.0,28.3,6.2,12.2,0.507,0.8,2.4,0.317,5.4,9.8,0.555,0.539,2.2,2.9,0.769,1.3,3.7,5.0,4.7,0.7,0.3,2.0,1.8,15.4,6MOY-2,https://cdn.nba.com/headshots/nba/latest/1040x760/1631170.png
112,112,95.0,Andrew Wiggins,30.0,MIA,SF,68.0,68.0,30.3,5.7,12.1,0.475,2.0,4.9,0.414,3.7,7.2,0.516,0.559,1.9,2.4,0.784,1.7,3.1,4.8,2.7,1.1,1.0,1.5,2.3,15.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/203952.png
113,113,96.0,Naji Marshall,28.0,DAL,SF,74.0,47.0,29.5,5.7,11.1,0.51,0.8,2.9,0.291,4.8,8.2,0.587,0.548,3.1,4.1,0.76,0.9,3.8,4.7,3.3,1.1,0.1,1.6,1.9,15.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630230.png
114,114,97.0,Onyeka Okongwu,25.0,ATL,C,74.0,63.0,31.0,5.6,11.6,0.48,1.9,5.2,0.376,3.6,6.4,0.564,0.564,2.1,2.7,0.757,1.9,5.7,7.6,3.1,1.1,1.1,1.7,3.3,15.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630168.png
115,115,98.0,Russell Westbrook,37.0,SAC,SF,64.0,58.0,29.0,5.6,13.1,0.427,2.0,5.9,0.338,3.6,7.2,0.5,0.503,2.0,2.9,0.694,1.3,4.2,5.4,6.7,1.3,0.2,3.3,2.3,15.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/201566.png
116,116,99.0,Nikola Vučević,35.0,2TM,C,64.0,49.0,28.4,6.2,12.5,0.493,1.6,4.2,0.369,4.6,8.3,0.557,0.556,1.2,1.5,0.828,2.0,6.4,8.4,3.3,0.6,0.6,1.3,2.0,15.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/202696.png
117,117,99.0,Nikola Vučević,35.0,CHI,C,48.0,48.0,30.8,6.9,13.8,0.505,1.7,4.5,0.376,5.2,9.2,0.568,0.567,1.3,1.5,0.838,2.1,6.9,9.0,3.8,0.7,0.6,1.4,2.0,16.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/202696.png
118,118,99.0,Nikola Vučević,35.0,BOS,C,16.0,1.0,21.1,3.8,8.7,0.439,1.1,3.3,0.34,2.7,5.4,0.5,0.504,0.9,1.2,0.789,1.6,5.1,6.6,2.0,0.4,0.6,1.0,1.9,9.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/202696.png
119,119,100.0,Anthony Black,22.0,ORL,PG,64.0,40.0,29.8,5.4,12.1,0.447,1.6,4.7,0.333,3.8,7.4,0.519,0.512,2.6,3.6,0.732,0.7,3.1,3.8,3.7,1.4,0.7,2.1,2.7,15.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641710.png
120,120,101.0,Kennedy Chandler,23.0,UTA,PG,11.0,2.0,32.3,5.5,12.5,0.445,1.4,3.5,0.395,4.2,9.0,0.465,0.5,2.5,3.9,0.651,0.5,2.8,3.4,6.7,1.0,0.2,2.1,2.1,15.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631113.png
121,121,102.0,Brice Sensabaugh,22.0,UTA,SF,75.0,22.0,23.5,5.3,11.4,0.46,2.2,5.9,0.367,3.1,5.5,0.559,0.554,2.2,2.7,0.826,0.7,2.3,3.1,1.9,0.7,0.2,1.7,1.9,14.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641729.png
122,122,103.0,Ayo Dosunmu,26.0,2TM,SG,69.0,19.0,27.3,5.6,10.8,0.517,1.8,4.1,0.439,3.8,6.8,0.563,0.599,1.8,2.1,0.876,0.7,2.8,3.4,3.6,0.8,0.3,1.4,1.9,14.8,6MOY-9,https://cdn.nba.com/headshots/nba/latest/1040x760/1630245.png
123,123,103.0,Ayo Dosunmu,26.0,CHI,SG,45.0,10.0,26.4,5.6,10.8,0.514,1.9,4.3,0.451,3.6,6.5,0.556,0.604,2.0,2.3,0.857,0.7,2.3,3.0,3.6,0.8,0.3,1.4,1.7,15.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630245.png
124,124,103.0,Ayo Dosunmu,26.0,MIN,SG,24.0,9.0,28.9,5.7,10.9,0.521,1.5,3.6,0.414,4.2,7.3,0.575,0.59,1.5,1.7,0.925,0.6,3.6,4.2,3.5,1.0,0.3,1.5,2.2,14.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630245.png
125,125,104.0,Kyshawn George,22.0,WAS,SF,48.0,48.0,29.0,5.3,12.0,0.438,2.1,5.4,0.381,3.2,6.6,0.486,0.524,2.2,2.7,0.802,0.9,4.2,5.1,4.5,1.0,0.9,2.6,3.5,14.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642273.png
126,126,105.0,Jaden McDaniels,25.0,MIN,PF,73.0,73.0,31.7,5.7,11.1,0.515,1.4,3.4,0.412,4.3,7.7,0.562,0.579,2.0,2.4,0.835,1.0,3.2,4.2,2.7,1.1,1.0,1.8,3.3,14.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630183.png
127,127,106.0,Peyton Watson,23.0,DEN,SF,54.0,40.0,29.6,5.3,10.8,0.491,1.5,3.6,0.411,3.8,7.1,0.531,0.56,2.6,3.5,0.73,0.9,4.0,4.9,2.1,0.9,1.1,1.7,2.5,14.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631212.png
128,128,107.0,Mikal Bridges,29.0,NYK,SF,82.0,82.0,32.8,5.8,11.7,0.49,1.9,5.1,0.371,3.9,6.6,0.582,0.571,1.0,1.2,0.827,1.0,2.8,3.8,3.7,1.3,0.8,1.0,2.0,14.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628969.png
129,129,108.0,Walker Kessler,24.0,UTA,C,5.0,5.0,30.8,5.2,7.4,0.703,1.2,1.6,0.75,4.0,5.8,0.69,0.784,2.8,4.0,0.7,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631117.png
130,130,109.0,Anfernee Simons,26.0,2TM,SG,55.0,5.0,24.9,5.2,11.8,0.44,2.7,6.9,0.385,2.5,4.9,0.517,0.552,1.3,1.4,0.896,0.6,1.9,2.5,2.4,0.5,0.1,1.2,1.7,14.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629014.png
131,131,109.0,Anfernee Simons,26.0,BOS,SG,49.0,0.0,24.5,5.1,11.6,0.44,2.7,6.7,0.395,2.4,4.9,0.502,0.555,1.3,1.5,0.889,0.5,1.9,2.4,2.4,0.6,0.1,1.1,1.7,14.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629014.png
132,132,109.0,Anfernee Simons,26.0,CHI,SG,6.0,5.0,28.3,5.8,13.3,0.438,2.7,8.3,0.32,3.2,5.0,0.633,0.538,0.8,0.8,1.0,0.8,2.0,2.8,3.0,0.0,0.3,2.2,2.0,15.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629014.png
133,133,110.0,Jeremiah Fears,19.0,NOP,PG,82.0,49.0,25.8,5.3,12.3,0.434,1.2,3.7,0.33,4.1,8.5,0.48,0.485,2.4,3.0,0.789,0.7,2.9,3.7,3.4,1.2,0.4,2.2,1.8,14.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642847.png
134,134,111.0,Cormac Ryan,27.0,MIL,SG,11.0,2.0,24.6,4.8,9.3,0.52,2.5,5.4,0.458,2.4,3.9,0.605,0.652,2.2,2.4,0.923,0.7,1.8,2.5,1.7,1.0,0.3,1.5,2.5,14.3,,
135,135,112.0,Scoot Henderson,21.0,POR,PG,30.0,10.0,24.9,4.8,11.4,0.418,1.9,5.4,0.352,2.9,6.0,0.478,0.501,2.8,3.3,0.84,0.6,2.1,2.7,3.7,0.9,0.3,2.4,2.8,14.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630703.png
136,136,113.0,P.J. Washington,27.0,DAL,PF,56.0,53.0,31.0,5.3,11.8,0.45,1.4,4.2,0.325,3.9,7.6,0.519,0.508,2.2,3.3,0.687,1.5,5.5,7.0,1.8,1.0,1.1,1.7,2.1,14.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629023.png
137,137,114.0,Ivica Zubac,28.0,2TM,C,48.0,47.0,30.1,6.0,10.0,0.598,0.0,0.0,,6.0,10.0,0.598,0.598,2.1,3.0,0.711,3.4,7.2,10.6,2.2,0.4,0.8,1.8,2.3,14.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627826.png
138,138,114.0,Ivica Zubac,28.0,LAC,C,43.0,42.0,30.9,6.1,10.0,0.613,0.0,0.0,,6.1,10.0,0.613,0.613,2.2,3.1,0.705,3.4,7.6,11.0,2.2,0.4,0.8,1.9,2.4,14.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627826.png
139,139,114.0,Ivica Zubac,28.0,IND,C,5.0,5.0,23.6,5.0,10.6,0.472,0.0,0.0,,5.0,10.6,0.472,0.472,1.6,2.0,0.8,2.8,4.4,7.2,1.8,0.4,0.8,0.8,1.6,11.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627826.png
140,140,115.0,Tre Jones,26.0,CHI,PG,65.0,41.0,27.0,5.2,9.5,0.553,0.6,2.0,0.315,4.6,7.5,0.616,0.586,2.9,3.5,0.841,0.6,2.6,3.1,5.4,1.2,0.2,1.4,1.4,14.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630200.png
141,141,116.0,Kelly Oubre Jr.,30.0,PHI,SF,50.0,41.0,31.5,5.1,10.9,0.467,1.7,4.8,0.36,3.4,6.1,0.551,0.546,2.2,2.9,0.766,1.0,4.0,5.0,1.6,1.4,0.5,1.4,2.5,14.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1626162.png
142,142,117.0,Santi Aldama,25.0,MEM,PF,43.0,11.0,27.9,5.3,11.1,0.479,1.6,4.7,0.35,3.7,6.4,0.572,0.553,1.8,2.7,0.667,1.6,5.1,6.7,2.9,0.9,0.7,1.3,1.6,14.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630583.png
143,143,118.0,Keegan Murray,25.0,SAC,PF,23.0,22.0,34.5,5.5,13.0,0.42,1.3,4.9,0.277,4.1,8.2,0.505,0.472,1.7,2.1,0.776,1.4,4.3,5.7,1.7,1.0,1.6,1.2,1.8,14.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631099.png
144,144,119.0,Devin Vassell,25.0,SAS,SG,67.0,65.0,30.5,4.9,11.3,0.437,2.5,6.4,0.384,2.4,4.8,0.508,0.547,1.6,1.9,0.815,0.6,3.4,4.0,2.5,0.9,0.4,0.9,1.6,13.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630170.png
145,145,120.0,Ace Bailey,19.0,UTA,SF,72.0,61.0,27.6,5.5,12.4,0.443,1.9,5.5,0.344,3.6,6.9,0.522,0.52,0.9,1.2,0.75,1.4,2.8,4.2,1.8,0.8,0.7,1.5,2.7,13.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642846.png
146,146,121.0,Aaron Nesmith,26.0,IND,SF,45.0,42.0,29.7,4.7,11.4,0.414,2.3,6.2,0.379,2.4,5.2,0.455,0.517,2.0,2.5,0.829,1.1,3.1,4.2,1.9,0.6,0.5,1.4,2.8,13.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630174.png
147,147,122.0,Brandin Podziemski,22.0,GSW,SG,82.0,43.0,28.5,4.8,10.6,0.455,1.9,5.0,0.371,2.9,5.5,0.531,0.543,2.3,2.9,0.797,0.9,4.2,5.1,3.7,1.1,0.2,1.6,1.7,13.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641764.png
148,148,123.0,Jalen Suggs,24.0,ORL,PG,57.0,56.0,27.6,4.9,11.4,0.435,2.1,6.3,0.339,2.8,5.1,0.554,0.529,1.8,2.1,0.855,0.6,3.2,3.9,5.5,1.8,0.7,2.7,2.5,13.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630591.png
149,149,124.0,De'Andre Hunter,28.0,2TM,SF,45.0,25.0,26.1,4.6,11.1,0.415,1.7,5.5,0.305,3.0,5.7,0.522,0.49,2.8,3.2,0.867,0.7,3.4,4.1,2.0,0.7,0.1,1.7,2.5,13.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629631.png
150,150,124.0,De'Andre Hunter,28.0,CLE,SF,43.0,23.0,26.2,4.7,11.2,0.423,1.7,5.5,0.308,3.0,5.7,0.535,0.499,2.8,3.2,0.869,0.7,3.6,4.2,2.1,0.7,0.1,1.7,2.5,14.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629631.png
151,151,124.0,De'Andre Hunter,28.0,SAC,SF,2.0,2.0,25.5,2.0,9.5,0.211,1.0,4.5,0.222,1.0,5.0,0.2,0.263,2.5,3.0,0.833,0.5,1.0,1.5,0.5,0.0,0.0,2.0,2.5,7.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629631.png
152,152,125.0,Bobby Portis,30.0,MIL,PF,67.0,9.0,24.2,5.5,11.2,0.488,2.0,4.4,0.456,3.4,6.8,0.509,0.578,0.7,1.0,0.706,1.3,5.1,6.4,1.6,0.6,0.2,1.0,1.6,13.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png
153,153,126.0,John Collins,28.0,LAC,PF,69.0,56.0,27.1,5.3,9.6,0.552,1.3,3.2,0.406,4.0,6.4,0.625,0.62,1.7,2.2,0.766,1.6,3.7,5.3,1.0,0.9,0.7,1.4,2.7,13.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628381.png
154,154,127.0,Cedric Coward,22.0,MEM,SG,62.0,47.0,25.8,4.9,10.5,0.471,1.5,4.4,0.338,3.4,6.0,0.568,0.542,2.3,2.7,0.843,1.3,4.5,5.9,2.8,0.6,0.4,1.7,2.0,13.6,ROY-5,https://cdn.nba.com/headshots/nba/latest/1040x760/1642907.png
155,155,128.0,Zach Edey,23.0,MEM,C,11.0,11.0,25.8,5.6,8.9,0.633,0.1,0.5,0.2,5.5,8.5,0.656,0.638,2.3,2.9,0.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641744.png
156,156,129.0,Ajay Mitchell,23.0,OKC,SG,57.0,16.0,25.8,5.0,10.4,0.485,1.1,3.1,0.347,3.9,7.3,0.543,0.536,2.5,2.8,0.87,0.7,2.6,3.3,3.6,1.2,0.3,1.4,2.1,13.6,6MOY-5,https://cdn.nba.com/headshots/nba/latest/1040x760/1642349.png
157,157,130.0,Naz Reid,26.0,MIN,C,77.0,3.0,26.1,5.2,11.3,0.456,2.1,5.8,0.362,3.1,5.5,0.556,0.549,1.2,1.6,0.732,1.2,5.0,6.2,2.2,1.0,1.0,1.6,2.5,13.6,6MOY-4,https://cdn.nba.com/headshots/nba/latest/1040x760/1629675.png
158,158,131.0,Cam Thomas,24.0,2TM,SG,42.0,8.0,21.0,4.5,11.0,0.41,1.2,4.0,0.31,3.3,7.0,0.468,0.466,3.3,4.0,0.811,0.3,1.4,1.7,2.6,0.2,0.1,1.8,1.0,13.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630560.png
159,159,131.0,Cam Thomas,24.0,BRK,SG,24.0,8.0,24.3,5.1,12.8,0.399,1.6,4.9,0.325,3.5,8.0,0.445,0.461,3.8,4.5,0.843,0.4,1.4,1.8,3.1,0.2,0.1,2.0,1.3,15.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630560.png
160,160,131.0,Cam Thomas,24.0,MIL,SG,18.0,0.0,16.6,3.7,8.5,0.431,0.8,2.8,0.275,2.9,5.7,0.51,0.477,2.6,3.4,0.754,0.1,1.4,1.6,1.9,0.3,0.1,1.4,0.7,10.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630560.png
161,161,132.0,Tim Hardaway Jr.,33.0,DEN,SG,80.0,6.0,26.6,4.4,9.7,0.447,2.8,6.9,0.407,1.6,2.9,0.541,0.591,2.0,2.5,0.811,0.2,2.4,2.6,1.4,0.5,0.1,0.5,1.3,13.5,6MOY-3,https://cdn.nba.com/headshots/nba/latest/1040x760/203501.png
162,162,133.0,Reed Sheppard,21.0,HOU,SG,82.0,21.0,26.2,5.0,11.5,0.43,2.8,7.0,0.394,2.2,4.5,0.486,0.55,0.8,1.0,0.802,0.3,2.6,2.9,3.4,1.5,0.7,1.5,2.0,13.5,6MOY-6,https://cdn.nba.com/headshots/nba/latest/1040x760/1642263.png
163,163,134.0,Toumani Camara,25.0,POR,PF,82.0,82.0,33.3,4.8,10.9,0.44,2.7,7.2,0.37,2.1,3.6,0.579,0.563,1.2,1.7,0.708,1.6,3.6,5.1,2.5,1.1,0.4,1.8,2.9,13.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641739.png
164,164,135.0,Quentin Grimes,25.0,PHI,SG,75.0,19.0,29.4,4.5,10.1,0.45,1.7,5.1,0.334,2.8,5.0,0.568,0.534,2.7,3.2,0.84,0.6,3.0,3.6,3.3,0.9,0.4,1.8,2.1,13.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629656.png
165,165,136.0,Jordan Poole,26.0,NOP,PG,39.0,8.0,23.9,4.2,11.4,0.372,2.5,7.4,0.333,1.8,4.0,0.442,0.48,2.5,2.9,0.86,0.2,1.7,2.0,3.1,0.6,0.4,1.8,2.3,13.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629673.png
166,166,137.0,Tobias Harris,33.0,DET,PF,63.0,63.0,27.7,4.9,10.5,0.469,1.3,3.5,0.368,3.6,6.9,0.521,0.531,2.2,2.5,0.866,0.9,4.3,5.1,2.5,0.9,0.4,1.0,1.7,13.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/202699.png
167,167,138.0,Keldon Johnson,26.0,SAS,SF,82.0,0.0,23.3,5.0,9.7,0.519,1.2,3.3,0.363,3.8,6.4,0.601,0.582,1.9,2.4,0.794,1.7,3.7,5.4,1.4,0.6,0.1,0.9,2.0,13.2,6MOY-1,https://cdn.nba.com/headshots/nba/latest/1040x760/1629640.png
168,168,139.0,Jaylon Tyson,23.0,CLE,SG,66.0,42.0,26.9,5.0,10.2,0.493,2.0,4.5,0.446,3.0,5.6,0.53,0.592,1.2,1.6,0.738,1.8,3.3,5.1,2.2,0.8,0.4,1.5,2.5,13.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642281.png
