,Unnamed: 0,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Images
431,431,349.0,Kyle Anderson,32.0,MIN,SF,19.0,2.0,19.1,1.8,3.9,0.473,0.0,0.3,0.0,1.8,3.6,0.507,0.473,0.9,1.2,0.773,1.1,2.6,3.7,3.3,0.8,0.6,0.8,2.0,4.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/203937.png
432,432,350.0,Thomas Bryant,28.0,CLE,C,60.0,1.0,12.2,2.3,4.5,0.506,0.8,2.2,0.359,1.5,2.3,0.647,0.594,0.9,1.1,0.803,1.0,2.4,3.4,0.6,0.3,0.4,0.5,1.3,6.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628418.png
433,433,351.0,Alex Caruso,31.0,OKC,SG,56.0,0.0,18.2,2.3,5.4,0.423,0.9,3.2,0.293,1.3,2.1,0.622,0.512,0.7,0.9,0.804,0.5,2.3,2.8,2.0,1.3,0.3,0.9,1.2,6.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627936.png
434,434,352.0,Kasparas Jakučionis,19.0,MIA,PG,53.0,12.0,17.8,1.9,4.5,0.429,1.2,2.9,0.423,0.7,1.5,0.439,0.567,1.1,1.2,0.879,0.8,1.8,2.6,2.6,0.6,0.1,0.9,1.9,6.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642857.png
435,435,353.0,Jahmai Mashack,23.0,MEM,SG,31.0,7.0,21.7,2.5,6.3,0.395,0.6,2.4,0.253,1.9,3.9,0.483,0.444,0.6,1.1,0.543,0.7,1.9,2.6,2.2,1.2,0.5,1.6,2.2,6.2,,
436,436,354.0,Nick Smith Jr.,21.0,LAL,SG,30.0,1.0,12.5,2.3,5.4,0.435,1.1,2.9,0.395,1.2,2.5,0.48,0.54,0.4,0.5,0.733,0.1,0.7,0.8,1.0,0.3,0.1,0.7,0.9,6.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641733.png
437,437,355.0,Mac McClung,27.0,2TM,SG,11.0,0.0,12.3,2.1,5.4,0.39,0.6,2.7,0.233,1.5,2.6,0.552,0.449,1.3,1.6,0.778,0.2,0.7,0.9,0.9,1.0,0.3,0.8,1.7,6.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630644.png
438,438,355.0,Mac McClung,27.0,IND,SG,3.0,0.0,11.3,2.3,6.0,0.389,0.7,3.3,0.2,1.7,2.7,0.625,0.444,1.0,1.3,0.75,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630644.png
439,439,355.0,Mac McClung,27.0,CHI,SG,8.0,0.0,12.6,2.0,5.1,0.39,0.6,2.5,0.25,1.4,2.6,0.524,0.451,1.4,1.8,0.786,0.3,0.5,0.8,1.1,0.8,0.3,0.9,1.6,6.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630644.png
440,440,356.0,Gradey Dick,22.0,TOR,SG,76.0,1.0,14.0,2.1,5.1,0.419,0.7,2.4,0.301,1.4,2.6,0.53,0.492,1.0,1.2,0.875,0.6,1.4,1.9,0.7,0.6,0.1,0.6,1.3,6.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641711.png
441,441,357.0,Justin Edwards,22.0,PHI,SF,64.0,12.0,15.3,2.2,5.0,0.447,1.0,2.8,0.372,1.2,2.2,0.543,0.552,0.5,0.6,0.846,0.4,1.1,1.5,1.3,0.8,0.2,0.6,1.4,6.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642348.png
442,442,358.0,Hayden Gray,22.0,UTA,SG,1.0,0.0,25.0,2.0,3.0,0.667,0.0,1.0,0.0,2.0,2.0,1.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,,
443,443,359.0,Tidjane Salaün,20.0,CHO,PF,37.0,0.0,15.5,2.2,4.3,0.503,1.0,2.2,0.434,1.2,2.1,0.579,0.616,0.7,1.1,0.65,0.7,3.3,4.0,0.7,0.4,0.2,0.7,1.5,6.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642275.png
444,444,360.0,Goga Bitadze,26.0,ORL,C,64.0,3.0,15.2,2.4,3.5,0.676,0.0,0.2,0.182,2.3,3.3,0.701,0.68,1.1,1.5,0.711,2.1,2.9,5.0,1.3,0.6,1.0,0.7,2.1,5.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629048.png
445,445,361.0,Charles Bassey,25.0,4TM,C,13.0,0.0,11.8,2.4,3.6,0.66,0.0,0.0,,2.4,3.6,0.66,0.66,1.1,1.5,0.7,1.8,2.6,4.4,0.5,0.3,0.8,0.5,1.5,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629646.png
446,446,361.0,Charles Bassey,25.0,MEM,C,2.0,0.0,15.5,1.5,4.0,0.375,0.0,0.0,,1.5,4.0,0.375,0.375,0.5,1.5,0.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629646.png
447,447,361.0,Charles Bassey,25.0,PHI,C,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629646.png
448,448,361.0,Charles Bassey,25.0,BOS,C,5.0,0.0,3.4,1.2,1.4,0.857,0.0,0.0,,1.2,1.4,0.857,0.857,0.4,0.8,0.5,0.8,0.4,1.2,0.0,0.2,0.4,0.2,0.6,2.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629646.png
449,449,361.0,Charles Bassey,25.0,GSW,C,5.0,0.0,20.0,4.2,6.2,0.677,0.0,0.0,,4.2,6.2,0.677,0.677,2.2,2.6,0.846,2.4,4.8,7.2,1.0,0.4,1.4,0.8,2.2,10.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629646.png
450,450,362.0,Kobe Brown,26.0,2TM,PF,61.0,10.0,15.8,2.1,4.4,0.469,0.9,2.3,0.374,1.2,2.2,0.568,0.565,0.8,1.0,0.797,1.1,1.9,3.0,1.3,0.4,0.2,0.9,1.1,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641738.png
451,451,362.0,Kobe Brown,26.0,LAC,PF,34.0,0.0,8.7,1.0,2.5,0.393,0.4,1.4,0.265,0.6,1.0,0.571,0.47,0.6,0.8,0.808,0.5,1.0,1.6,0.8,0.3,0.1,0.4,0.5,2.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641738.png
452,452,362.0,Kobe Brown,26.0,IND,PF,27.0,10.0,24.7,3.5,6.9,0.503,1.4,3.3,0.433,2.0,3.6,0.567,0.607,1.0,1.2,0.788,1.9,3.0,4.9,2.0,0.5,0.4,1.4,2.0,9.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641738.png
453,453,363.0,Nick Richards,28.0,2TM,C,48.0,6.0,14.6,2.1,4.2,0.512,0.1,0.4,0.278,2.0,3.8,0.536,0.525,1.4,2.1,0.644,1.6,3.5,5.1,0.3,0.2,0.7,1.2,1.8,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630208.png
454,454,363.0,Nick Richards,28.0,PHO,C,28.0,2.0,9.1,1.3,2.5,0.493,0.0,0.0,,1.3,2.5,0.493,0.493,0.7,1.0,0.679,1.3,2.0,3.3,0.3,0.1,0.5,0.9,1.4,3.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630208.png
455,455,363.0,Nick Richards,28.0,CHI,C,20.0,4.0,22.4,3.4,6.5,0.523,0.3,0.9,0.278,3.2,5.6,0.563,0.542,2.3,3.7,0.63,2.1,5.5,7.6,0.4,0.3,0.9,1.7,2.5,9.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630208.png
456,456,364.0,Steven Adams,32.0,HOU,C,32.0,11.0,22.8,2.2,4.3,0.504,0.0,0.0,,2.2,4.3,0.504,0.504,1.5,2.5,0.58,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/203500.png
457,457,365.0,Branden Carlson,26.0,OKC,C,42.0,4.0,11.6,2.3,4.4,0.527,0.7,2.0,0.36,1.6,2.4,0.67,0.61,0.4,0.6,0.577,0.7,2.3,3.0,0.7,0.2,0.6,0.4,0.9,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642382.png
458,458,366.0,Ryan Dunn,23.0,PHO,SF,70.0,16.0,19.4,2.3,5.2,0.453,0.8,2.4,0.331,1.5,2.8,0.56,0.53,0.3,0.7,0.489,1.4,2.8,4.2,1.5,0.9,0.4,0.8,1.9,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642346.png
459,459,367.0,Anthony Gill,33.0,WAS,PF,55.0,8.0,17.3,2.5,3.9,0.628,0.3,0.9,0.354,2.1,3.0,0.707,0.667,0.6,0.8,0.739,1.1,1.8,2.9,1.3,0.6,0.4,0.7,1.6,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630264.png
460,460,368.0,Kris Murray,25.0,POR,SF,57.0,15.0,23.4,2.3,4.8,0.467,0.6,2.1,0.279,1.7,2.7,0.617,0.529,0.7,1.0,0.684,1.6,2.0,3.6,1.4,0.9,0.4,0.8,1.6,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631200.png
461,461,369.0,Matisse Thybulle,28.0,POR,SG,30.0,0.0,16.0,1.9,4.5,0.433,1.2,3.1,0.398,0.7,1.4,0.512,0.571,0.7,0.8,0.84,0.6,1.4,2.0,0.9,2.0,0.5,0.9,1.4,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629680.png
462,462,370.0,Nae'Qwan Tomlin,25.0,CLE,PF,64.0,3.0,15.7,2.3,4.9,0.478,0.4,1.8,0.235,1.9,3.1,0.618,0.521,0.7,1.0,0.77,1.3,1.6,2.9,0.8,0.6,0.5,0.5,2.0,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641772.png
463,463,371.0,Dean Wade,29.0,CLE,PF,59.0,38.0,22.3,2.1,4.7,0.439,1.2,3.3,0.362,0.9,1.4,0.622,0.567,0.5,0.6,0.711,0.9,3.3,4.2,1.5,0.7,0.4,0.3,1.5,5.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629731.png
464,464,372.0,Jamaree Bouyea,26.0,PHO,PG,46.0,1.0,14.0,2.3,5.1,0.458,0.5,1.7,0.295,1.8,3.4,0.538,0.506,0.5,0.8,0.686,0.4,1.4,1.8,1.8,0.6,0.3,0.7,0.8,5.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631123.png
465,465,373.0,E.J. Liddell,25.0,BRK,PF,26.0,5.0,13.4,2.1,4.3,0.486,0.7,2.0,0.346,1.4,2.3,0.61,0.568,0.8,1.0,0.808,0.5,2.1,2.7,0.9,0.2,0.4,0.6,1.7,5.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630604.png
466,466,374.0,Karlo Matković,24.0,NOP,PF,62.0,2.0,14.7,2.3,3.8,0.604,0.6,1.5,0.422,1.7,2.3,0.717,0.685,0.5,0.7,0.732,1.2,2.5,3.7,0.8,0.4,0.9,0.5,1.7,5.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631255.png
467,467,375.0,Doug McDermott,34.0,SAC,SF,29.0,0.0,15.1,1.9,4.8,0.388,1.7,4.2,0.39,0.2,0.6,0.375,0.561,0.3,0.3,0.889,0.2,1.0,1.3,0.8,0.2,0.1,0.4,1.0,5.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png
468,468,376.0,Yves Missi,21.0,NOP,C,66.0,14.0,19.7,2.4,4.5,0.544,0.0,0.0,0.0,2.4,4.4,0.546,0.544,0.9,1.5,0.559,2.8,3.1,5.8,1.3,0.3,1.5,0.8,1.7,5.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642274.png
469,469,377.0,Mitchell Robinson,27.0,NYK,C,60.0,16.0,19.6,2.5,3.4,0.723,0.0,0.0,,2.5,3.4,0.723,0.723,0.7,1.7,0.408,4.2,4.6,8.8,0.9,0.9,1.2,0.7,2.1,5.7,6MOY-8,https://cdn.nba.com/headshots/nba/latest/1040x760/1629011.png
470,470,378.0,Guerschon Yabusele,30.0,2TM,C,67.0,19.0,15.0,1.9,4.7,0.401,1.0,2.9,0.352,0.8,1.7,0.483,0.511,0.8,1.1,0.75,0.8,2.7,3.5,0.9,0.4,0.2,0.6,1.2,5.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627824.png
471,471,378.0,Guerschon Yabusele,30.0,NYK,C,41.0,0.0,8.9,1.0,2.6,0.393,0.5,1.7,0.294,0.5,1.0,0.564,0.486,0.2,0.3,0.667,0.6,1.5,2.1,0.4,0.1,0.1,0.4,0.9,2.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627824.png
472,472,378.0,Guerschon Yabusele,30.0,CHI,C,26.0,19.0,24.7,3.2,7.9,0.405,1.9,4.9,0.383,1.3,3.0,0.442,0.524,1.8,2.3,0.767,1.2,4.4,5.7,1.7,0.8,0.4,1.0,1.7,10.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627824.png
473,473,379.0,Terrence Shannon Jr.,25.0,MIN,SG,43.0,2.0,12.5,1.8,4.0,0.45,0.7,1.8,0.408,1.1,2.2,0.484,0.541,1.3,1.6,0.8,0.2,0.9,1.1,0.9,0.3,0.0,0.6,1.2,5.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630545.png
474,474,380.0,Dru Smith,28.0,MIA,SG,70.0,1.0,16.3,1.9,4.6,0.415,0.5,1.8,0.295,1.4,2.8,0.495,0.474,1.2,1.5,0.829,0.9,1.6,2.5,2.6,1.4,0.3,0.8,1.6,5.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630696.png
475,475,381.0,Eric Gordon,37.0,PHI,SG,6.0,0.0,12.3,2.0,3.5,0.571,1.3,2.3,0.571,0.7,1.2,0.571,0.762,0.2,0.3,0.5,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/201569.png
476,476,382.0,Killian Hayes,24.0,SAC,PG,23.0,3.0,17.7,1.8,6.0,0.304,0.7,2.7,0.27,1.1,3.3,0.333,0.366,1.1,1.2,0.929,0.2,2.2,2.3,3.5,0.9,0.2,1.2,1.6,5.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630165.png
477,477,383.0,Aaron Holiday,29.0,HOU,PG,57.0,1.0,13.7,1.8,4.4,0.417,1.2,3.0,0.394,0.7,1.4,0.463,0.55,0.6,0.7,0.854,0.2,0.8,1.0,1.1,0.5,0.1,0.7,1.3,5.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628988.png
478,478,384.0,Jett Howard,22.0,ORL,SF,55.0,0.0,12.6,1.9,4.6,0.418,1.0,2.6,0.372,0.9,1.9,0.481,0.526,0.7,0.7,0.949,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.2,5.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641724.png
479,479,385.0,Spencer Jones,24.0,DEN,SF,64.0,37.0,22.1,2.1,4.1,0.504,0.9,2.3,0.396,1.2,1.8,0.636,0.613,0.5,0.8,0.608,1.2,2.1,3.3,0.8,0.8,0.5,0.5,2.7,5.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642461.png
480,480,386.0,Tre Mann,24.0,CHO,PG,53.0,1.0,12.6,2.1,5.7,0.36,0.9,2.9,0.323,1.1,2.8,0.399,0.442,0.4,0.5,0.852,0.4,1.4,1.7,1.6,0.5,0.1,1.0,1.3,5.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630544.png
481,481,387.0,Baylor Scheierman,25.0,BOS,SG,77.0,20.0,18.6,2.0,4.3,0.453,1.3,3.2,0.399,0.7,1.2,0.6,0.599,0.4,0.4,0.903,0.7,2.8,3.5,1.5,0.5,0.1,0.6,1.4,5.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631248.png
482,482,388.0,Jamal Cain,26.0,ORL,SF,40.0,1.0,12.2,1.9,3.8,0.487,0.7,1.8,0.384,1.2,2.0,0.582,0.579,1.0,1.2,0.848,0.7,1.3,2.0,0.7,0.3,0.1,0.5,1.3,5.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631288.png
483,483,389.0,Dylan Cardwell,24.0,SAC,C,44.0,1.0,20.6,2.4,4.1,0.587,0.0,0.1,0.5,2.3,4.0,0.589,0.592,0.6,1.2,0.51,3.3,4.2,7.5,1.4,0.7,1.5,0.9,3.7,5.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642928.png
484,484,390.0,Haywood Highsmith,29.0,PHO,SF,7.0,0.0,13.0,1.7,3.3,0.522,1.1,2.0,0.571,0.6,1.3,0.444,0.696,0.9,1.0,0.857,0.9,1.0,1.9,1.0,0.6,0.0,0.0,1.3,5.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629312.png
485,485,391.0,Sion James,23.0,CHO,SG,82.0,19.0,22.5,1.7,4.5,0.371,1.0,2.9,0.352,0.7,1.7,0.404,0.483,1.0,1.2,0.837,0.6,2.9,3.5,2.0,0.6,0.2,0.8,1.8,5.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642883.png
486,486,392.0,Pete Nance,25.0,MIL,PF,47.0,6.0,15.7,2.1,4.1,0.515,1.1,2.5,0.42,1.1,1.6,0.667,0.644,0.1,0.2,0.364,0.6,2.1,2.7,1.0,0.3,0.3,0.6,1.3,5.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631250.png
487,487,393.0,Tyrese Proctor,21.0,CLE,PG,50.0,1.0,10.9,1.9,4.5,0.413,0.9,2.6,0.351,0.9,1.9,0.5,0.516,0.8,0.9,0.889,0.2,1.1,1.3,1.5,0.5,0.0,0.8,1.2,5.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642878.png
488,488,394.0,Jordan Walsh,21.0,BOS,PF,68.0,25.0,17.8,2.0,3.9,0.509,0.7,1.8,0.384,1.3,2.1,0.62,0.599,0.6,0.8,0.772,1.3,2.8,4.0,0.8,0.7,0.5,0.5,2.0,5.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641775.png
489,489,395.0,Rayan Rupert,21.0,2TM,SG,64.0,8.0,16.8,1.9,4.9,0.393,0.7,2.1,0.324,1.2,2.8,0.446,0.463,0.7,0.8,0.778,0.8,2.2,2.9,1.1,0.9,0.1,0.9,1.9,5.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641712.png
490,490,395.0,Rayan Rupert,21.0,POR,SG,48.0,0.0,12.0,1.1,3.1,0.361,0.5,1.5,0.31,0.6,1.6,0.408,0.435,0.2,0.3,0.643,0.5,1.3,1.8,0.7,0.6,0.0,0.6,1.3,2.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641712.png
491,491,395.0,Rayan Rupert,21.0,MEM,SG,16.0,8.0,30.9,4.4,10.4,0.422,1.4,4.1,0.338,3.0,6.3,0.475,0.488,2.1,2.5,0.825,1.6,4.8,6.4,2.1,1.6,0.4,1.7,4.0,12.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641712.png
492,492,396.0,Trey Alexander,22.0,NOP,SG,9.0,0.0,12.3,2.1,4.1,0.514,0.7,1.3,0.5,1.4,2.8,0.52,0.595,0.3,0.6,0.6,0.1,1.1,1.2,1.0,0.7,0.2,0.3,1.4,5.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641725.png
493,493,397.0,Drew Eubanks,28.0,SAC,C,42.0,11.0,13.1,2.2,3.7,0.596,0.0,0.2,0.143,2.2,3.5,0.617,0.599,0.8,1.4,0.561,0.9,2.1,3.0,0.5,0.4,0.6,0.7,1.4,5.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629234.png
494,494,398.0,Andersson Garcia,25.0,UTA,SF,5.0,2.0,33.8,1.8,5.8,0.31,0.2,2.6,0.077,1.6,3.2,0.5,0.328,1.4,1.8,0.778,3.4,5.0,8.4,2.8,1.6,0.8,1.4,3.2,5.2,,
495,495,399.0,Garrison Mathews,29.0,IND,SG,15.0,1.0,13.1,1.4,3.5,0.404,1.1,3.1,0.37,0.3,0.4,0.667,0.567,1.3,1.5,0.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629726.png
496,496,400.0,Asa Newell,20.0,ATL,PF,44.0,2.0,11.4,2.1,3.8,0.538,0.7,1.7,0.387,1.4,2.1,0.66,0.624,0.4,0.7,0.552,1.0,1.2,2.2,0.6,0.4,0.3,0.5,1.5,5.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642854.png
497,497,401.0,Jalen Pickett,26.0,DEN,SG,50.0,18.0,16.1,2.0,4.6,0.422,1.0,2.5,0.386,1.0,2.1,0.467,0.528,0.3,0.4,0.789,0.4,1.9,2.3,2.3,0.3,0.1,0.7,0.8,5.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629618.png
498,498,402.0,Marcus Sasser,25.0,DET,PG,38.0,5.0,12.0,1.8,4.7,0.39,1.2,2.8,0.415,0.7,1.9,0.352,0.514,0.4,0.5,0.833,0.2,0.8,1.0,2.0,0.5,0.1,0.8,1.1,5.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631204.png
499,499,403.0,Nikola Topić,20.0,OKC,PG,10.0,2.0,16.0,2.2,5.1,0.431,0.6,1.5,0.4,1.6,3.6,0.444,0.49,0.2,0.5,0.4,0.7,1.2,1.9,4.4,0.5,0.0,2.5,1.3,5.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642260.png
500,500,404.0,Ochai Agbaji,25.0,2TM,SG,62.0,13.0,15.7,2.0,4.5,0.436,0.5,2.1,0.266,1.4,2.5,0.579,0.496,0.6,0.7,0.837,0.7,1.5,2.3,0.8,0.4,0.3,0.5,1.5,5.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630534.png
501,501,404.0,Ochai Agbaji,25.0,TOR,SG,42.0,13.0,15.5,1.7,4.0,0.424,0.3,1.5,0.185,1.4,2.5,0.571,0.459,0.6,0.7,0.862,0.8,1.5,2.3,0.7,0.4,0.3,0.5,1.8,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630534.png
502,502,404.0,Ochai Agbaji,25.0,BRK,SG,20.0,0.0,16.2,2.5,5.5,0.455,1.1,3.2,0.349,1.4,2.4,0.596,0.555,0.6,0.7,0.786,0.7,1.7,2.3,0.9,0.4,0.3,0.6,0.9,6.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630534.png
503,503,405.0,Sidy Cissoko,21.0,POR,SF,75.0,26.0,19.1,1.8,4.5,0.398,0.8,2.6,0.298,1.0,1.8,0.544,0.487,0.8,1.2,0.659,0.8,1.4,2.2,1.5,0.7,0.3,0.9,2.4,5.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631321.png
504,504,406.0,Johnny Furphy,21.0,IND,SG,35.0,21.0,18.4,2.0,4.3,0.47,0.7,2.0,0.324,1.3,2.2,0.603,0.547,0.5,1.0,0.486,0.9,3.5,4.4,1.2,0.6,0.2,0.8,1.9,5.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642277.png
505,505,407.0,Jordan Hawkins,23.0,NOP,SG,51.0,1.0,13.6,1.8,5.0,0.366,0.9,2.6,0.348,0.9,2.4,0.385,0.457,0.5,0.5,0.852,0.4,1.3,1.7,0.8,0.3,0.2,0.7,0.6,5.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641722.png
506,506,408.0,Jericho Sims,27.0,MIL,C,67.0,19.0,19.7,2.2,2.8,0.784,0.0,0.0,,2.2,2.8,0.784,0.784,0.7,1.1,0.62,2.2,3.3,5.5,1.6,0.3,0.3,1.1,2.2,5.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630579.png
507,507,409.0,Adem Bona,22.0,PHI,C,71.0,18.0,17.4,1.8,3.1,0.595,0.0,0.1,0.333,1.8,3.0,0.603,0.6,1.1,1.6,0.708,1.8,2.5,4.3,0.5,0.4,1.2,0.8,2.2,4.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641737.png
508,508,410.0,Blake Wesley,22.0,POR,SG,31.0,0.0,11.6,1.8,4.0,0.452,0.3,1.2,0.278,1.5,2.8,0.523,0.492,0.8,1.5,0.553,0.3,1.0,1.3,2.0,0.5,0.2,1.0,1.1,4.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631104.png
509,509,411.0,Tyler Smith,21.0,DAL,PF,12.0,0.0,13.8,1.8,4.2,0.42,0.8,2.9,0.286,0.9,1.3,0.733,0.52,0.3,0.5,0.667,1.0,1.8,2.8,0.4,0.5,0.0,0.5,1.1,4.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641890.png
510,510,412.0,KJ Simpson,23.0,2TM,PG,20.0,2.0,12.9,1.7,5.0,0.343,0.6,2.0,0.3,1.1,3.0,0.373,0.404,0.6,0.9,0.611,0.5,1.4,1.9,2.2,0.8,0.0,1.3,0.9,4.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642354.png
511,511,412.0,KJ Simpson,23.0,CHO,PG,14.0,2.0,15.9,2.2,6.4,0.348,0.9,2.8,0.308,1.4,3.6,0.38,0.416,0.7,1.1,0.625,0.4,1.7,2.1,2.5,1.1,0.0,1.7,1.0,6.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642354.png
512,512,412.0,KJ Simpson,23.0,DEN,PG,6.0,0.0,5.7,0.5,1.7,0.3,0.0,0.2,0.0,0.5,1.5,0.333,0.3,0.2,0.3,0.5,0.7,0.7,1.3,1.3,0.2,0.0,0.2,0.7,1.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642354.png
513,513,413.0,Lonzo Ball,28.0,CLE,PG,35.0,3.0,20.8,1.5,5.0,0.301,1.1,4.2,0.272,0.4,0.8,0.448,0.415,0.4,0.6,0.667,0.7,3.3,4.0,3.9,1.3,0.3,1.5,1.3,4.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628366.png
514,514,414.0,Malaki Branham,22.0,WAS,SG,28.0,0.0,9.8,1.5,3.3,0.473,0.5,1.3,0.378,1.0,1.9,0.537,0.549,1.0,1.2,0.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631103.png
515,515,415.0,Zyon Pullin,24.0,MIN,SG,5.0,0.0,8.6,1.8,2.6,0.692,0.2,0.6,0.333,1.6,2.0,0.8,0.731,0.8,0.8,1.0,0.2,0.4,0.6,1.8,0.2,0.0,0.6,1.2,4.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642389.png
516,516,416.0,Jeremiah Robinson-Earl,25.0,2TM,PF,22.0,3.0,16.4,1.7,4.5,0.37,0.5,1.9,0.244,1.2,2.7,0.458,0.42,0.8,0.8,0.944,1.6,3.0,4.7,0.7,0.4,0.0,0.5,1.2,4.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png
517,517,416.0,Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,17.6,1.7,4.9,0.349,0.5,1.9,0.242,1.2,2.9,0.42,0.398,0.8,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png
