,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,Unnamed: 30,Offensive Rating,Defensive Rating,Season
1641,177,Thabo Sefolosha,SF,34,UTA,4,0,42,2.3,16.3,.143,1.2,9.3,.125,1.2,7.0,.167,0.0,0.0,0,1.2,8.2,9.3,2.3,0.0,0.0,1.2,3.5,5.8,,48,115,2018-2019
1642,178,Landry Shamet,SG,21,LAC,6,6,174,3.5,10.3,.342,2.7,8.4,.323,0.8,1.9,.429,2.7,2.7,1.000,0.3,3.0,3.2,2.7,1.6,0.0,1.9,4.1,12.4,,103,125,2018-2019
1643,179,Iman Shumpert,SG,28,HOU,8,0,109,4.6,11.9,.385,3.7,10.1,.364,0.9,1.8,.500,0.5,1.8,.250,0.5,5.0,5.5,0.9,0.5,0.0,1.4,4.6,13.3,,100,114,2018-2019
1644,180,Pascal Siakam,PF,24,TOR,24,24,891,10.2,21.6,.470,1.6,5.9,.279,8.5,15.8,.541,3.7,4.9,.759,2.3,7.4,9.7,3.7,1.4,1.0,1.9,3.8,25.7,,110,106,2018-2019
1645,181,Ben Simmons,PG,22,PHI,12,12,421,8.4,13.5,.621,0.0,0.0,0,8.4,13.5,.621,2.7,4.6,.575,2.7,7.1,9.8,8.4,1.7,1.4,3.7,5.2,19.4,,118,107,2018-2019
1646,182,Jonathon Simmons,SF,29,PHI,7,0,52,9.4,28.2,.333,1.9,9.4,.200,7.5,18.8,.400,2.8,3.8,.750,1.9,6.6,8.5,1.9,0.9,0.0,5.6,1.9,23.5,,74,111,2018-2019
1647,183,Anfernee Simons,SG,19,POR,5,0,12,0.0,29.3,.000,0.0,8.4,.000,0.0,20.9,.000,16.7,20.9,.800,0.0,0.0,0.0,0.0,4.2,0.0,0.0,8.4,16.7,,53,112,2018-2019
1648,184,Marcus Smart,SG,24,BOS,2,0,32,1.5,16.6,.091,1.5,16.6,.091,0.0,0.0,0,6.1,9.1,.667,6.1,0.0,6.1,6.1,4.5,0.0,4.5,4.5,10.6,,70,102,2018-2019
1649,185,Ish Smith,PG,30,DET,4,0,81,5.9,22.4,.263,0.6,4.1,.143,5.3,18.3,.290,1.8,2.4,.750,0.6,5.9,6.5,8.3,1.8,0.6,2.4,4.7,14.1,,72,121,2018-2019
1650,186,Zhaire Smith,SG,19,PHI,2,0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,,,95,2018-2019
1651,187,Tony Snell,SF,27,MIL,9,0,28,3.4,10.3,.333,1.7,3.4,.500,1.7,6.9,.250,0.0,0.0,0,3.4,1.7,5.2,0.0,1.7,1.7,1.7,5.2,8.6,,87,105,2018-2019
1652,188,Edmond Sumner,PG,23,IND,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,50.8,50.8,0.0,0.0,0.0,0.0,0.0,0.0,,,88,2018-2019
1653,189,Jayson Tatum,SF,20,BOS,9,9,295,8.0,18.4,.438,1.6,5.1,.323,6.4,13.3,.481,4.8,6.4,.744,1.1,8.7,9.8,2.8,1.6,1.1,3.0,3.4,22.5,,99,103,2018-2019
1654,190,Garrett Temple,SG,32,LAC,6,0,63,2.2,8.2,.273,0.7,5.2,.143,1.5,3.0,.500,5.2,7.5,.700,0.7,4.5,5.2,1.5,2.2,0.7,1.5,6.0,10.4,,94,121,2018-2019
1655,191,Daniel Theis,C,26,BOS,7,0,42,5.8,16.1,.357,0.0,2.3,.000,5.8,13.8,.417,2.3,2.3,1.000,4.6,6.9,11.5,0.0,1.2,1.2,1.2,4.6,13.8,,90,105,2018-2019
1656,192,Khyri Thomas,SG,22,DET,3,0,15,19.1,38.2,.500,3.2,12.7,.250,15.9,25.5,.625,3.2,3.2,1.000,0.0,6.4,6.4,0.0,6.4,0.0,0.0,0.0,44.6,,107,111,2018-2019
1657,193,Klay Thompson,SG,28,GSW,21,21,818,9.9,21.7,.456,4.2,9.5,.443,5.7,12.2,.465,2.2,2.5,.902,0.7,4.5,5.2,2.7,1.7,0.9,2.3,3.6,26.2,,109,115,2018-2019
1658,194,Sindarius Thornwell,SG,24,LAC,4,0,12,7.8,23.5,.333,3.9,11.8,.333,3.9,11.8,.333,0.0,0.0,0,0.0,15.7,15.7,0.0,3.9,0.0,0.0,7.8,19.6,,84,112,2018-2019
1659,195,P.J. Tucker,PF,33,HOU,11,11,426,4.7,10.3,.455,3.0,6.7,.456,1.6,3.6,.452,2.2,2.7,.826,2.2,7.4,9.6,2.2,2.2,0.9,0.9,4.1,14.6,,134,107,2018-2019
1660,196,Evan Turner,PG,30,POR,16,0,245,3.1,9.4,.326,0.2,0.2,1.000,2.9,9.2,.311,2.5,3.1,.800,2.7,12.1,14.7,7.2,0.6,0.6,2.7,4.5,8.8,,99,111,2018-2019
1661,197,Myles Turner,C,22,IND,4,4,126,5.6,14.1,.400,1.2,5.6,.214,4.4,8.5,.524,3.2,5.2,.615,1.6,8.5,10.1,2.4,0.0,2.8,1.2,5.6,15.7,,98,106,2018-2019
1662,198,Ekpe Udoh,C,31,UTA,2,0,6,0.0,8.2,.000,0.0,0.0,0,0.0,8.2,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,119,2018-2019
1663,199,Jarred Vanderbilt,PF,19,DEN,3,0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,10.4,10.4,0.0,0.0,10.4,0.0,0.0,0.0,,,103,2018-2019
1664,200,Fred VanVleet,PG,24,TOR,24,0,592,5.5,14.1,.392,3.2,8.3,.388,2.3,5.8,.397,2.0,2.6,.774,0.6,2.8,3.4,5.3,1.5,0.5,1.8,4.2,16.3,,108,109,2018-2019
1665,201,Nikola Vučević,C,28,ORL,5,5,147,7.2,19.8,.362,1.0,4.4,.231,6.2,15.4,.400,3.8,4.8,.786,3.1,10.6,13.7,5.1,0.7,1.7,4.4,4.1,19.2,,87,111,2018-2019
1666,202,Lonnie Walker IV,SG,20,SAS,6,0,21,7.5,20.0,.375,0.0,2.5,.000,7.5,17.5,.429,0.0,0.0,0,0.0,5.0,5.0,7.5,0.0,0.0,0.0,0.0,15.0,,95,120,2018-2019
1667,203,Tyrone Wallace,PG,24,LAC,2,0,11,4.3,17.1,.250,0.0,0.0,0,4.3,17.1,.250,8.5,12.8,.667,0.0,4.3,4.3,12.8,0.0,0.0,4.3,8.5,17.1,,88,128,2018-2019
1668,204,Brad Wanamaker,PG,29,BOS,4,0,17,8.5,19.9,.429,2.8,2.8,1.000,5.7,17.1,.333,8.5,11.4,.750,0.0,0.0,0.0,8.5,5.7,0.0,5.7,0.0,28.5,,103,100,2018-2019
1669,205,Russell Westbrook,PG,30,OKC,5,5,197,9.8,27.2,.360,2.7,8.3,.324,7.1,18.8,.377,5.6,6.4,.885,1.7,9.3,11.0,13.0,1.2,0.7,5.6,4.7,27.9,,99,111,2018-2019
1670,206,Derrick White,PG,24,SAS,7,7,191,11.3,20.6,.547,1.4,4.7,.294,9.9,15.9,.621,5.2,7.1,.731,0.3,5.5,5.8,5.8,1.4,1.4,4.1,4.7,29.1,,111,115,2018-2019
1671,207,Lou Williams,SG,32,LAC,6,0,176,12.0,27.8,.433,1.6,4.8,.333,10.4,23.0,.453,9.1,11.0,.829,1.6,2.9,4.5,12.3,1.3,0.3,4.8,3.7,34.7,,110,125,2018-2019
1672,208,Robert Williams,C,21,BOS,3,0,13,3.7,7.4,.500,0.0,0.0,0,3.7,7.4,.500,7.4,7.4,1.000,3.7,22.3,26.1,0.0,0.0,0.0,0.0,3.7,14.9,,156,101,2018-2019
1673,209,D.J. Wilson,PF,22,MIL,8,0,43,9.0,17.9,.500,1.1,5.6,.200,7.9,12.3,.636,2.2,2.2,1.000,1.1,10.1,11.2,4.5,0.0,1.1,7.9,7.9,21.3,,84,105,2018-2019
1674,210,Guerschon Yabusele,PF,23,BOS,4,0,14,6.9,13.8,.500,0.0,3.5,.000,6.9,10.4,.667,13.8,24.2,.571,3.5,3.5,6.9,3.5,0.0,3.5,3.5,10.4,27.7,,110,105,2018-2019
1675,211,Thaddeus Young,PF,30,IND,4,4,130,7.0,16.4,.429,0.8,3.1,.250,6.3,13.3,.471,1.6,2.7,.571,3.5,7.4,11.0,5.9,4.3,1.2,2.0,3.9,16.4,,101,99,2018-2019
1676,212,Ivica Zubac,C,21,LAC,4,3,39,10.8,21.7,.500,0.0,0.0,0,10.8,21.7,.500,2.4,3.6,.667,13.3,13.3,26.5,1.2,2.4,2.4,4.8,6.0,24.1,,106,114,2018-2019
1677,1,Jaylen Adams,PG,23,POR,3,0,21,6.7,20.2,.333,0.0,9.0,.000,6.7,11.2,.600,0.0,0.0,0,2.2,4.5,6.7,4.5,2.2,0.0,0.0,2.2,13.5,,87,116,2019-2020
1678,2,Steven Adams,C,26,OKC,7,7,210,7.1,11.9,.596,0.0,0.2,.000,7.1,11.6,.608,2.1,4.6,.450,7.8,10.7,18.5,2.1,0.9,0.5,3.7,2.3,16.2,,111,109,2019-2020
1679,3,Bam Adebayo,PF,22,MIA,19,19,687,9.0,16.0,.564,0.0,0.1,.000,9.0,16.0,.566,6.6,8.4,.783,3.4,10.9,14.3,6.1,1.4,1.2,3.4,4.2,24.6,,122,109,2019-2020
1680,4,Jarrett Allen,C,21,BRK,4,4,132,4.9,8.4,.583,0.0,0.0,0,4.9,8.4,.583,4.6,5.6,.813,6.0,14.8,20.7,3.2,0.7,2.5,3.9,2.5,14.4,,117,117,2019-2020
1681,5,Justin Anderson,SG,26,BRK,3,0,28,8.3,19.9,.417,8.3,18.2,.455,0.0,1.7,.000,6.6,6.6,1.000,0.0,13.3,13.3,5.0,0.0,1.7,3.3,3.3,31.5,,121,120,2019-2020
1682,6,Giannis Antetokounmpo,PF,25,MIL,9,9,277,15.6,27.8,.559,2.2,6.9,.325,13.3,20.9,.636,8.1,14.0,.580,4.7,16.8,21.4,8.8,1.0,1.4,5.2,5.4,41.5,,117,104,2019-2020
1683,7,Carmelo Anthony,PF,35,POR,5,5,176,7.5,18.2,.412,2.1,5.1,.421,5.4,13.1,.408,3.2,3.7,.857,0.3,6.4,6.7,2.7,1.3,0.5,3.5,5.4,20.3,,94,115,2019-2020
1684,8,OG Anunoby,SF,22,TOR,11,11,393,4.9,10.8,.455,2.1,5.1,.415,2.8,5.8,.489,2.2,3.5,.643,3.2,6.2,9.4,1.6,1.4,1.6,2.0,3.3,14.2,,110,104,2019-2020
1685,9,D.J. Augustin,PG,32,ORL,5,0,128,6.5,16.5,.391,2.9,6.1,.471,3.6,10.4,.345,7.9,8.3,.957,0.0,3.6,3.6,10.8,0.4,0.0,4.3,2.2,23.7,,112,116,2019-2020
1686,10,J.J. Barea,PG,35,DAL,1,0,5,0.0,9.4,.000,0.0,0.0,0,0.0,9.4,.000,28.2,28.2,1.000,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.4,28.2,,96,129,2019-2020
1687,11,Keita Bates-Diop,SF,24,DEN,5,0,24,2.1,10.6,.200,0.0,0.0,0,2.1,10.6,.200,2.1,4.3,.500,6.4,6.4,12.8,2.1,0.0,0.0,0.0,0.0,6.4,,94,120,2019-2020
1688,12,Darius Bazley,PF,19,OKC,7,0,126,4.9,11.8,.419,4.2,8.4,.500,0.8,3.4,.222,3.4,3.8,.900,0.8,17.1,17.9,2.3,0.0,1.1,2.3,0.8,17.5,,117,107,2019-2020
1689,13,Patrick Beverley,PG,31,LAC,8,8,166,5.9,11.5,.513,2.4,6.5,.364,3.5,5.0,.706,0.6,1.2,.500,2.7,7.1,9.7,5.6,2.4,0.9,2.1,9.1,14.8,,124,109,2019-2020
1690,14,Khem Birch,C,27,ORL,5,0,89,3.6,7.2,.500,0.0,0.0,0,3.6,7.2,.500,5.2,5.7,.909,4.7,8.3,12.9,3.6,0.5,0.0,2.6,5.7,12.4,,125,113,2019-2020
1691,15,Eric Bledsoe,PG,30,MIL,9,9,267,6.8,17.6,.388,1.4,5.7,.250,5.4,11.8,.455,3.8,4.7,.808,0.9,6.5,7.4,9.5,2.0,1.1,4.1,3.6,18.8,,99,107,2019-2020
1692,16,Bol Bol,PF,20,DEN,4,0,21,12.1,21.9,.556,4.9,7.3,.667,7.3,14.6,.500,17.0,19.4,.875,7.3,4.9,12.1,0.0,4.9,4.9,4.9,2.4,46.2,,137,104,2019-2020
1693,17,Chris Boucher,C,27,TOR,7,0,43,3.4,12.4,.273,2.3,5.6,.400,1.1,6.8,.167,0.0,1.1,.000,3.4,10.1,13.5,1.1,0.0,2.3,1.1,5.6,9.0,,82,104,2019-2020
1694,18,Tony Bradley,C,22,UTA,6,0,48,2.2,9.8,.222,0.0,0.0,0,2.2,9.8,.222,5.5,7.7,.714,10.9,14.2,25.1,1.1,2.2,2.2,4.4,4.4,9.8,,98,110,2019-2020
1695,19,Jarrell Brantley,PF,23,UTA,2,0,13,0.0,20.2,.000,0.0,12.1,.000,0.0,8.1,.000,4.0,8.1,.500,12.1,4.0,16.1,8.1,0.0,4.0,4.0,16.1,4.0,,66,119,2019-2020
1696,20,Malcolm Brogdon,PG,27,IND,4,4,160,8.1,20.2,.400,2.8,7.4,.375,5.3,12.7,.415,7.8,8.7,.893,0.0,5.3,5.3,12.4,1.2,0.0,3.1,3.1,26.7,,116,119,2019-2020
1697,21,Jaylen Brown,SG,23,BOS,17,17,672,10.1,21.3,.476,3.2,8.9,.358,7.0,12.4,.560,3.9,4.7,.841,1.8,7.6,9.4,2.9,1.9,0.7,3.0,3.6,27.4,,110,106,2019-2020
1698,22,Sterling Brown,SF,24,MIL,1,0,4,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,0,0.0,0.0,0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,111,2019-2020
1699,23,Trey Burke,PG,27,DAL,6,3,156,9.0,17.8,.508,2.4,5.1,.471,6.6,12.7,.524,1.8,3.0,.600,0.6,5.1,5.7,3.6,2.4,0.6,1.8,4.2,22.3,,112,120,2019-2020
1700,24,Alec Burks,SG,28,PHI,4,0,95,8.5,26.0,.327,1.6,8.5,.188,6.9,17.5,.394,3.7,4.8,.778,3.7,4.2,8.0,3.7,0.5,1.6,1.6,3.7,22.3,,93,120,2019-2020
1701,25,Deonte Burton,SF,26,OKC,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117,2019-2020
1702,26,Jimmy Butler,SF,30,MIA,21,21,806,8.9,18.3,.488,0.9,2.7,.349,8.0,15.6,.512,10.2,11.9,.859,2.9,5.6,8.4,7.9,2.5,0.9,3.7,2.3,29.0,,123,110,2019-2020
1703,27,Bruno Caboclo,C,24,HOU,2,0,7,7.0,13.9,.500,0.0,7.0,.000,7.0,7.0,1.000,0.0,0.0,0,0.0,20.9,20.9,0.0,7.0,0.0,0.0,13.9,13.9,,96,89,2019-2020
1704,28,Kentavious Caldwell-Pope,SG,26,LAL,21,21,608,6.4,15.3,.418,3.7,9.7,.378,2.8,5.7,.486,1.8,2.2,.815,0.6,2.9,3.6,2.3,1.7,0.3,1.2,3.2,18.3,,113,112,2019-2020
1705,29,DeMarre Carroll,C,33,HOU,2,0,6,8.1,16.2,.500,0.0,0.0,0,8.1,16.2,.500,0.0,0.0,0,0.0,24.3,24.3,8.1,0.0,0.0,0.0,8.1,16.2,,119,103,2019-2020
1706,30,Alex Caruso,PG,25,LAL,21,1,510,4.6,10.9,.425,1.6,5.9,.279,3.0,5.0,.596,2.3,2.9,.800,1.5,3.2,4.6,5.7,2.2,1.2,3.0,5.3,13.3,,107,109,2019-2020
1707,31,Tyson Chandler,C,37,HOU,1,0,0,,,0,,,0,,,0,,,.000,,,,,,,,,,,,,2019-2020
1708,32,Chris Chiozza,PG,24,BRK,4,0,65,5.7,17.1,.333,3.6,11.4,.313,2.1,5.7,.375,1.4,2.9,.500,0.7,3.6,4.3,12.1,3.6,0.0,2.1,5.0,16.4,,104,119,2019-2020
1709,33,Gary Clark,SF,25,ORL,5,5,144,3.5,10.5,.333,3.5,10.2,.344,0.0,0.3,.000,1.3,1.6,.800,1.3,7.7,8.9,2.2,1.6,0.6,0.6,2.2,11.8,,108,110,2019-2020
1710,34,Jordan Clarkson,SG,27,UTA,7,0,200,11.8,25.5,.464,4.5,12.9,.347,7.3,12.6,.583,2.6,2.6,1.000,0.5,5.8,6.3,3.9,1.6,0.0,1.8,3.9,30.7,,116,120,2019-2020
1711,35,Chris Clemons,SG,22,HOU,2,0,8,12.2,30.4,.400,12.2,30.4,.400,0.0,0.0,0,6.1,12.2,.500,0.0,12.2,12.2,0.0,0.0,0.0,0.0,0.0,42.6,,110,110,2019-2020
1712,36,Antonius Cleveland,SG,25,DAL,2,0,9,10.5,26.1,.400,0.0,0.0,0,10.5,26.1,.400,0.0,0.0,0,5.2,0.0,5.2,0.0,5.2,0.0,0.0,5.2,20.9,,92,117,2019-2020
1713,37,Amir Coffey,SG,22,LAC,3,0,7,0.0,21.0,.000,0.0,7.0,.000,0.0,14.0,.000,14.0,14.0,1.000,0.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,14.0,,103,104,2019-2020
1714,38,Mike Conley,PG,32,UTA,5,5,165,9.9,20.4,.484,5.7,10.8,.529,4.1,9.5,.433,6.0,7.0,.864,1.0,3.5,4.5,8.3,2.5,0.3,1.6,3.2,31.5,,142,119,2019-2020
1715,39,Pat Connaughton,SG,27,MIL,10,0,171,4.2,9.8,.429,2.2,6.4,.348,2.0,3.4,.583,0.6,0.6,1.000,1.4,9.5,10.9,3.1,0.6,0.6,1.4,3.4,11.2,,111,110,2019-2020
1716,40,Quinn Cook,PG,26,LAL,6,0,24,10.3,20.6,.500,4.1,8.2,.500,6.2,12.3,.500,2.1,2.1,1.000,0.0,2.1,2.1,10.3,0.0,0.0,2.1,2.1,26.7,,131,117,2019-2020
1717,41,Tyler Cook,SF,22,DEN,1,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,,,110,2019-2020
1718,42,Robert Covington,C,29,HOU,12,12,379,6.0,12.2,.495,4.4,8.7,.500,1.7,3.5,.481,0.8,0.9,.857,1.0,6.7,7.7,2.1,3.9,1.7,1.5,5.8,17.2,,122,102,2019-2020
1719,43,Torrey Craig,SF,29,DEN,19,3,375,4.5,10.6,.423,1.5,5.7,.262,3.0,4.9,.611,1.2,1.8,.692,1.8,6.7,8.4,1.8,1.0,1.0,1.2,6.0,11.7,,107,117,2019-2020
1720,44,Jae Crowder,PF,29,MIA,21,21,660,6.1,15.2,.403,4.2,12.2,.342,2.0,3.0,.650,2.7,3.5,.761,0.8,8.0,8.9,3.0,1.1,0.9,1.1,4.2,19.1,,113,112,2019-2020
1721,45,Seth Curry,SG,29,DAL,6,0,173,8.4,14.4,.585,2.7,5.7,.476,5.7,8.7,.656,1.4,1.4,1.000,0.5,2.4,3.0,2.2,1.6,0.0,2.2,3.8,20.9,,122,124,2019-2020
1722,46,Troy Daniels,SG,28,DEN,6,0,30,10.2,20.4,.500,5.1,10.2,.500,5.1,10.2,.500,1.7,3.4,.500,1.7,3.4,5.1,3.4,0.0,0.0,0.0,3.4,27.2,,132,122,2019-2020
1723,47,Anthony Davis,PF,26,LAL,21,21,769,13.2,23.0,.571,1.5,3.8,.383,11.7,19.2,.609,9.6,11.5,.832,3.5,9.6,13.1,4.7,1.7,1.9,3.4,3.6,37.3,,130,107,2019-2020
1724,48,Terence Davis,SG,22,TOR,6,0,84,8.1,16.7,.483,4.6,11.0,.421,3.5,5.8,.600,4.0,4.0,1.000,1.2,6.3,7.5,4.0,0.6,0.0,3.5,6.3,24.8,,116,108,2019-2020
1725,49,Hamidou Diallo,SF,21,OKC,3,0,25,7.7,21.1,.364,1.9,9.6,.200,5.8,11.5,.500,7.7,13.4,.571,3.8,7.7,11.5,1.9,0.0,3.8,3.8,0.0,24.9,,92,107,2019-2020
1726,50,Donte DiVincenzo,SG,23,MIL,10,1,165,6.7,14.8,.451,2.0,6.1,.333,4.6,8.7,.533,3.8,5.8,.650,2.3,7.0,9.3,3.5,2.0,0.9,2.9,6.1,19.1,,106,107,2019-2020
1727,51,Luka Dončić,PG,20,DAL,6,6,215,14.0,28.0,.500,3.5,9.6,.364,10.5,18.4,.571,9.2,14.0,.656,0.9,12.0,12.9,11.4,1.5,0.7,6.8,3.7,40.7,,111,119,2019-2020
1728,52,Luguentz Dort,SF,20,OKC,6,6,175,7.4,20.8,.355,3.6,13.7,.260,3.8,7.1,.538,2.2,4.1,.533,1.4,4.7,6.0,1.6,0.5,1.6,4.1,6.9,20.6,,83,110,2019-2020
1729,53,PJ Dozier,SG,23,DEN,12,0,125,5.7,13.5,.424,0.8,3.3,.250,4.9,10.2,.480,3.3,5.7,.571,0.8,6.5,7.3,4.9,0.8,0.8,3.3,5.3,15.5,,95,117,2019-2020
1730,54,Goran Dragić,PG,33,MIA,17,16,553,10.8,24.3,.444,3.3,9.7,.346,7.4,14.6,.509,4.4,5.5,.803,1.2,5.1,6.2,6.8,1.5,0.2,3.5,4.5,29.3,,107,113,2019-2020
1731,55,Jared Dudley,PF,34,LAL,9,0,31,0.0,6.4,.000,0.0,4.8,.000,0.0,1.6,.000,0.0,0.0,0,0.0,3.2,3.2,0.0,6.4,1.6,3.2,3.2,0.0,,0,100,2019-2020
1732,56,Carsen Edwards,SG,21,BOS,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,16.6,16.6,0.0,0.0,0.0,0.0,0.0,0.0,,,106,2019-2020
1733,57,Joel Embiid,C,25,PHI,4,4,145,11.8,25.7,.459,1.4,5.6,.250,10.4,20.2,.517,16.7,20.5,.814,3.8,13.2,17.0,1.7,2.1,1.7,5.2,6.3,41.7,,115,111,2019-2020
1734,58,James Ennis III,SG,29,ORL,5,5,119,4.6,13.5,.343,1.5,6.2,.250,3.1,7.3,.421,2.7,3.5,.778,2.3,8.9,11.2,2.3,1.9,0.8,2.3,7.3,13.5,,89,109,2019-2020
1735,59,Tacko Fall,C,24,BOS,2,0,3,16.6,16.6,1.000,0.0,0.0,0,16.6,16.6,1.000,16.6,33.2,.500,0.0,16.6,16.6,0.0,0.0,0.0,0.0,0.0,49.8,,152,106,2019-2020
1736,60,Terrance Ferguson,SF,21,OKC,4,1,42,2.3,12.6,.182,2.3,11.4,.200,0.0,1.1,.000,0.0,0.0,0,1.1,3.4,4.6,1.1,1.1,0.0,1.1,3.4,6.9,,63,112,2019-2020
1737,61,Dorian Finney-Smith,PF,26,DAL,6,6,191,5.7,12.8,.442,2.7,7.4,.367,3.0,5.4,.545,1.0,1.2,.800,3.0,5.4,8.4,4.7,1.7,0.7,2.2,5.4,15.0,,114,122,2019-2020
1738,62,Evan Fournier,SF,27,ORL,5,5,171,5.4,15.3,.351,3.2,9.4,.343,2.2,5.9,.364,3.2,4.6,.706,0.8,4.6,5.4,3.5,1.6,0.8,2.4,2.7,17.2,,94,111,2019-2020
1739,63,Michael Frazier,SG,25,HOU,4,0,12,4.1,16.2,.250,4.1,8.1,.500,0.0,8.1,.000,0.0,0.0,0,4.1,12.2,16.2,8.1,0.0,0.0,4.1,0.0,12.2,,89,110,2019-2020
1740,64,Enes Freedom,C,27,BOS,11,0,102,10.7,20.5,.524,0.5,0.5,1.000,10.2,20.0,.512,2.4,4.9,.500,9.3,11.7,21.0,3.4,0.0,0.0,2.0,9.3,24.4,,119,108,2019-2020
1741,65,Markelle Fultz,PG,21,ORL,5,5,147,7.5,18.8,.400,1.9,5.0,.375,5.6,13.8,.409,1.9,2.2,.857,0.0,3.4,3.4,8.1,1.6,0.9,4.1,6.3,18.8,,91,112,2019-2020
1742,66,Wenyen Gabriel,PF,22,POR,4,2,53,8.0,13.3,.600,1.8,4.4,.400,6.2,8.9,.700,0.9,1.8,.500,6.2,2.7,8.9,3.6,1.8,1.8,4.4,14.2,18.7,,115,115,2019-2020
1743,67,Danilo Gallinari,PF,31,OKC,7,7,212,7.2,17.9,.405,2.7,8.4,.324,4.5,9.5,.476,6.6,6.8,.967,1.1,7.5,8.6,1.6,1.1,0.2,3.4,2.5,23.8,,105,110,2019-2020
1744,68,Marc Gasol,C,35,TOR,11,11,228,5.3,13.6,.391,1.1,5.7,.185,4.2,7.9,.541,2.3,3.2,.733,0.8,9.3,10.2,6.2,1.1,1.5,3.4,6.8,14.0,,92,103,2019-2020
1745,69,Paul George,SF,29,LAC,13,13,479,9.0,22.6,.398,3.8,11.3,.333,5.2,11.2,.464,5.1,5.6,.909,1.4,6.6,8.1,5.0,1.9,0.7,4.1,5.0,26.9,,104,110,2019-2020
1746,70,Shai Gilgeous-Alexander,SG,21,OKC,7,7,279,6.7,15.5,.433,2.4,6.0,.400,4.3,9.5,.455,3.8,4.0,.957,0.5,5.8,6.4,5.0,1.2,0.5,2.6,2.9,19.6,,111,110,2019-2020
1747,71,Rudy Gobert,C,27,UTA,7,7,270,9.3,14.4,.649,0.0,0.0,0,9.3,14.4,.649,4.3,8.2,.524,4.7,10.9,15.5,1.6,0.8,1.9,1.7,5.1,22.9,,129,116,2019-2020
1748,72,Eric Gordon,SF,31,HOU,12,12,410,8.5,20.9,.409,3.4,10.7,.322,5.1,10.2,.500,4.2,4.7,.875,0.7,3.1,3.8,4.3,1.2,0.8,2.8,3.1,24.7,,103,111,2019-2020
1749,73,Jerami Grant,PF,25,DEN,19,16,653,5.5,13.7,.406,2.4,7.4,.326,3.1,6.3,.500,3.8,4.2,.889,0.6,4.3,4.9,2.0,0.9,1.2,2.0,4.6,17.3,,107,118,2019-2020
1750,74,Danny Green,SG,32,LAL,21,21,525,5.5,16.0,.347,3.7,10.8,.339,1.9,5.2,.364,0.9,1.4,.667,2.3,3.9,6.2,2.4,1.9,1.5,1.1,4.5,15.7,,105,109,2019-2020
1751,75,JaMychal Green,PF,29,LAC,13,0,222,6.8,12.1,.564,2.2,5.1,.435,4.6,7.1,.656,1.5,2.0,.778,2.9,7.9,10.8,1.5,0.4,0.7,1.1,6.4,17.4,,133,113,2019-2020
1752,76,Javonte Green,SG,26,BOS,1,0,6,8.3,16.6,.500,8.3,16.6,.500,0.0,0.0,0,0.0,0.0,0,0.0,8.3,8.3,0.0,0.0,0.0,0.0,8.3,24.9,,140,110,2019-2020
1753,77,Jeff Green,C,33,HOU,12,0,341,7.3,14.7,.495,3.3,7.7,.426,4.0,7.0,.571,2.0,2.4,.824,0.7,7.9,8.6,2.7,0.9,0.9,2.1,3.9,19.8,,113,109,2019-2020
1754,78,Donta Hall,C,22,BRK,3,0,20,7.0,11.6,.600,0.0,0.0,0,7.0,11.6,.600,2.3,9.3,.250,7.0,4.6,11.6,0.0,0.0,4.6,2.3,2.3,16.2,,100,120,2019-2020
