,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,Unnamed: 30,Offensive Rating,Defensive Rating,Season
1755,79,Tim Hardaway Jr.,SG,27,DAL,6,6,204,9.2,21.9,.421,4.4,12.5,.352,4.8,9.5,.512,1.8,2.5,.727,0.7,4.2,4.8,2.5,0.5,0.0,0.7,3.7,24.7,,109,126,2019-2020
1756,80,James Harden,SG,30,HOU,12,12,448,11.8,24.8,.478,4.2,12.7,.333,7.6,12.1,.631,10.6,12.6,.845,1.3,6.0,7.3,10.0,2.0,1.1,4.9,4.7,38.6,,122,107,2019-2020
1757,81,Montrezl Harrell,C,26,LAC,13,0,243,9.5,16.5,.573,0.2,1.0,.200,9.3,15.5,.597,8.3,13.7,.603,2.2,5.4,7.7,1.0,1.0,1.4,2.4,5.6,27.4,,116,112,2019-2020
1758,82,Gary Harris,SG,25,DEN,14,12,379,4.6,12.1,.378,2.6,7.0,.365,2.0,5.1,.395,2.3,3.0,.773,0.9,2.8,3.8,3.2,2.2,0.5,2.8,6.1,14.0,,98,117,2019-2020
1759,83,Joe Harris,SF,28,BRK,2,2,72,7.7,14.8,.522,4.5,7.7,.583,3.2,7.1,.455,1.3,2.6,.500,1.3,11.6,12.9,1.3,0.6,0.0,1.9,5.8,21.3,,112,122,2019-2020
1760,84,Tobias Harris,PF,27,PHI,4,4,149,7.8,20.3,.383,0.7,5.1,.133,7.1,15.2,.467,5.1,6.4,.789,4.7,8.1,12.9,5.4,0.7,0.3,1.7,3.7,21.3,,108,119,2019-2020
1761,85,Gordon Hayward,SF,29,BOS,5,1,157,6.3,15.9,.400,2.2,7.6,.292,4.1,8.2,.500,2.2,2.5,.875,1.0,5.4,6.3,4.4,2.2,0.6,2.2,3.2,17.1,,102,106,2019-2020
1762,86,Tyler Herro,SG,20,MIA,21,5,706,8.5,19.6,.433,3.4,9.1,.375,5.1,10.6,.483,3.3,3.8,.870,0.5,7.1,7.6,5.5,0.6,0.1,3.0,2.2,23.7,,106,114,2019-2020
1763,87,Mario Hezonja,PF,24,POR,5,0,68,6.2,15.2,.409,1.4,4.8,.286,4.8,10.4,.467,2.1,2.8,.750,1.4,9.7,11.1,4.2,2.1,0.0,2.1,5.5,15.9,,100,112,2019-2020
1764,88,George Hill,PG,33,MIL,10,1,268,5.7,12.0,.478,1.8,5.0,.357,3.9,7.0,.564,3.8,4.6,.808,0.9,3.4,4.3,5.5,1.1,0.0,2.9,3.0,17.0,,114,113,2019-2020
1765,89,Solomon Hill,PF,28,MIA,7,0,42,6.0,10.7,.556,2.4,7.1,.333,3.6,3.6,1.000,0.0,0.0,0,1.2,7.1,8.3,3.6,1.2,0.0,0.0,6.0,14.3,,143,113,2019-2020
1766,90,Jaylen Hoard,PF,20,POR,3,0,41,8.0,13.8,.583,0.0,0.0,0,8.0,13.8,.583,0.0,0.0,0,5.7,4.6,10.3,1.1,0.0,0.0,2.3,5.7,16.1,,114,120,2019-2020
1767,91,Aaron Holiday,PG,23,IND,4,2,72,8.3,14.5,.571,2.8,6.2,.444,5.5,8.3,.667,2.1,3.4,.600,0.7,2.8,3.4,6.9,2.8,0.0,2.8,6.9,21.4,,121,117,2019-2020
1768,92,Justin Holiday,SF,30,IND,4,2,131,3.8,8.0,.476,3.0,6.1,.500,0.8,1.9,.400,0.4,1.1,.333,1.5,4.2,5.7,1.1,2.3,1.9,1.1,3.0,11.0,,115,115,2019-2020
1769,93,Rondae Hollis-Jefferson,PF,25,TOR,5,0,39,5.0,12.4,.400,0.0,1.2,.000,5.0,11.2,.444,7.4,9.9,.750,6.2,6.2,12.4,3.7,2.5,1.2,1.2,6.2,17.4,,122,102,2019-2020
1770,94,Al Horford,C,33,PHI,4,3,129,4.7,9.8,.480,0.0,1.6,.000,4.7,8.2,.571,1.6,2.7,.571,3.5,7.8,11.3,3.5,0.4,2.0,1.2,5.5,10.9,,113,118,2019-2020
1771,95,Talen Horton-Tucker,SG,19,LAL,2,0,17,17.4,34.8,.500,5.8,14.5,.400,11.6,20.3,.571,0.0,0.0,0,0.0,14.5,14.5,0.0,5.8,0.0,0.0,11.6,40.6,,112,97,2019-2020
1772,96,Danuel House Jr.,SF,26,HOU,9,4,279,6.5,14.8,.435,3.3,9.2,.358,3.1,5.6,.563,1.7,2.3,.769,1.7,7.3,9.1,2.3,1.4,0.0,1.2,3.8,18.0,,112,109,2019-2020
1773,97,Dwight Howard,C,34,LAL,18,7,282,6.8,10.0,.684,0.2,0.3,.500,6.6,9.6,.691,4.4,7.9,.556,5.6,8.9,14.5,1.6,1.4,1.4,2.8,9.6,18.2,,125,108,2019-2020
1774,98,Serge Ibaka,C,30,TOR,11,0,251,12.2,21.2,.573,4.4,8.7,.511,7.7,12.5,.615,2.7,2.7,1.000,3.3,13.1,16.4,2.5,0.4,2.7,2.3,5.2,31.4,,127,101,2019-2020
1775,99,Andre Iguodala,SF,36,MIA,21,0,410,3.7,7.9,.462,1.7,4.8,.359,2.0,3.2,.615,0.6,0.9,.714,1.3,5.2,6.6,3.8,2.1,1.6,1.7,5.4,9.6,,112,110,2019-2020
1776,100,Ersan İlyasova,PF,32,MIL,3,0,23,6.2,18.7,.333,2.1,10.4,.200,4.2,8.3,.500,4.2,4.2,1.000,0.0,8.3,8.3,0.0,4.2,0.0,2.1,6.2,18.7,,85,103,2019-2020
1777,101,Joe Ingles,PF,32,UTA,7,7,234,4.9,12.1,.407,3.1,9.0,.350,1.8,3.1,.571,1.3,1.3,1.000,0.2,5.2,5.4,7.4,0.9,0.2,0.9,3.4,14.4,,130,121,2019-2020
1778,102,Wes Iwundu,SF,25,ORL,5,0,76,3.6,12.1,.300,2.4,4.2,.571,1.2,7.9,.154,3.0,4.8,.625,0.6,6.1,6.7,2.4,1.8,1.2,1.8,3.0,12.7,,87,110,2019-2020
1779,103,Justin Jackson,PF,24,DAL,3,0,16,2.9,17.6,.167,0.0,8.8,.000,2.9,8.8,.333,5.9,11.8,.500,0.0,8.8,8.8,0.0,0.0,0.0,0.0,2.9,11.8,,57,125,2019-2020
1780,104,Reggie Jackson,PG,29,LAC,12,1,170,6.0,13.8,.438,4.9,9.2,.531,1.2,4.6,.250,0.0,0.0,0,0.6,5.5,6.0,3.2,0.6,0.3,1.4,5.2,17.0,,118,115,2019-2020
1781,105,LeBron James,PG,35,LAL,21,21,762,13.9,24.7,.560,2.8,7.7,.370,11.0,17.0,.646,7.0,9.7,.720,1.8,12.8,14.6,11.9,1.7,1.2,5.4,2.6,37.6,,124,106,2019-2020
1782,106,Alize Johnson,PF,23,IND,1,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,2019-2020
1783,107,B.J. Johnson,SF,24,ORL,1,0,4,11.5,23.0,.500,11.5,11.5,1.000,0.0,11.5,.000,0.0,0.0,0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,34.5,,126,109,2019-2020
1784,108,Stanley Johnson,PF,23,TOR,3,0,20,12.1,26.6,.455,4.8,12.1,.400,7.3,14.5,.500,2.4,2.4,1.000,2.4,7.3,9.7,14.5,0.0,0.0,2.4,7.3,31.5,,125,109,2019-2020
1785,109,Tyler Johnson,SG,27,BRK,4,2,93,10.5,22.9,.457,5.5,14.0,.393,5.0,9.0,.556,1.0,1.0,1.000,0.0,3.5,3.5,4.5,0.0,0.5,1.5,5.5,27.4,,110,127,2019-2020
1786,110,Nikola Jokić,C,24,DEN,19,19,694,13.1,25.2,.519,3.1,7.2,.429,10.0,18.0,.555,4.9,5.8,.835,2.7,11.0,13.7,8.0,1.5,1.1,4.6,5.0,34.1,,118,113,2019-2020
1787,111,Derrick Jones Jr.,SF,22,MIA,15,0,97,4.1,8.8,.471,2.1,4.6,.444,2.1,4.1,.500,1.0,2.6,.400,3.1,3.1,6.2,3.6,3.1,2.6,1.0,6.2,11.3,,124,108,2019-2020
1788,112,Michael Kidd-Gilchrist,PF,26,DAL,6,0,55,3.4,12.0,.286,1.7,7.7,.222,1.7,4.3,.400,3.4,5.1,.667,1.7,3.4,5.1,2.6,0.9,0.9,0.9,6.8,12.0,,97,124,2019-2020
1789,113,Maxi Kleber,PF,28,DAL,6,6,203,3.0,9.0,.333,1.2,6.0,.192,1.9,3.0,.615,2.1,2.8,.750,2.3,6.7,9.0,2.1,0.5,1.6,0.9,4.6,9.3,,104,123,2019-2020
1790,114,Furkan Korkmaz,SG,22,PHI,4,0,40,0.0,8.8,.000,0.0,7.6,.000,0.0,1.3,.000,3.8,6.3,.600,0.0,7.6,7.6,2.5,1.3,0.0,2.5,3.8,3.8,,40,118,2019-2020
1791,115,Kyle Korver,SF,38,MIL,10,0,119,8.0,18.9,.426,6.0,14.9,.405,2.0,4.0,.500,2.8,2.8,1.000,0.4,2.8,3.2,0.4,1.2,0.4,2.0,3.6,24.9,,110,112,2019-2020
1792,116,Rodions Kurucs,PF,21,BRK,4,1,58,8.8,16.0,.550,0.0,6.4,.000,8.8,9.6,.917,0.0,1.6,.000,2.4,8.0,10.4,2.4,0.8,1.6,2.4,7.2,17.6,,95,121,2019-2020
1793,117,Kyle Kuzma,PF,24,LAL,21,0,484,7.8,18.2,.430,2.7,8.5,.313,5.2,9.8,.531,3.0,3.8,.784,1.8,4.8,6.6,1.7,0.6,0.7,2.1,5.1,21.3,,106,113,2019-2020
1794,118,Romeo Langford,SG,20,BOS,7,0,46,4.3,10.8,.400,1.1,2.2,.500,3.2,8.7,.375,1.1,2.2,.500,0.0,3.2,3.2,2.2,1.1,0.0,2.2,4.3,10.8,,84,111,2019-2020
1795,119,Vic Law,PF,24,ORL,1,0,4,11.5,11.5,1.000,11.5,11.5,1.000,0.0,0.0,0,0.0,0.0,0,0.0,23.0,23.0,11.5,0.0,0.0,0.0,0.0,34.5,,283,109,2019-2020
1796,120,Kawhi Leonard,SF,28,LAC,13,13,511,12.6,25.7,.489,2.3,7.0,.329,10.3,18.7,.549,7.8,9.0,.862,2.3,9.3,11.6,6.9,2.9,1.1,3.2,2.8,35.2,,121,107,2019-2020
1797,121,Meyers Leonard,C,27,MIA,3,2,31,8.1,12.9,.625,3.2,6.5,.500,4.8,6.5,.750,3.2,3.2,1.000,0.0,1.6,1.6,4.8,1.6,0.0,0.0,6.5,22.6,,163,115,2019-2020
1798,122,Caris LeVert,SG,25,BRK,4,4,140,8.9,24.2,.370,3.0,7.0,.429,6.0,17.2,.346,6.0,8.3,.720,2.7,5.3,8.0,12.6,1.7,0.3,4.3,2.3,26.8,,104,122,2019-2020
1799,123,Damian Lillard,PG,29,POR,4,4,143,8.6,21.1,.406,4.3,10.9,.394,4.3,10.2,.419,10.5,10.9,.970,0.3,4.3,4.6,5.6,0.7,0.3,4.6,1.3,31.9,,115,119,2019-2020
1800,124,Brook Lopez,C,31,MIL,10,10,328,8.9,16.6,.535,3.1,7.7,.396,5.8,8.9,.656,2.2,2.9,.750,2.8,5.3,8.0,0.7,1.5,1.9,1.8,3.9,23.1,,120,108,2019-2020
1801,125,Robin Lopez,C,31,MIL,3,0,21,6.8,9.1,.750,0.0,0.0,0,6.8,9.1,.750,0.0,0.0,0,0.0,9.1,9.1,0.0,0.0,0.0,0.0,4.6,13.7,,145,113,2019-2020
1802,126,Kyle Lowry,PG,33,TOR,11,11,413,7.3,17.4,.419,2.7,8.4,.319,4.6,8.9,.513,5.6,7.0,.800,0.9,7.5,8.4,7.5,2.2,0.9,3.3,4.7,22.9,,110,103,2019-2020
1803,127,Timothé Luwawu-Cabarrot,SF,24,BRK,4,3,131,7.1,20.9,.339,4.6,13.8,.333,2.5,7.1,.350,3.9,4.2,.917,0.4,5.0,5.3,2.1,1.1,0.0,2.8,5.0,22.7,,91,124,2019-2020
1804,128,Terance Mann,SF,23,LAC,13,0,27,3.6,9.1,.400,0.0,3.6,.000,3.6,5.4,.667,0.0,0.0,0,0.0,12.7,12.7,1.8,1.8,0.0,3.6,7.3,7.3,,63,109,2019-2020
1805,129,Boban Marjanović,C,31,DAL,6,0,82,9.8,17.2,.567,0.0,0.6,.000,9.8,16.6,.586,4.0,5.2,.778,3.4,16.6,20.1,2.9,0.0,1.1,1.7,5.2,23.5,,122,120,2019-2020
1806,130,Jeremiah Martin,PG,23,BRK,3,0,27,6.9,24.0,.286,5.2,8.6,.600,1.7,15.5,.111,1.7,1.7,1.000,0.0,5.2,5.2,6.9,0.0,1.7,3.4,3.4,20.6,,83,124,2019-2020
1807,131,Frank Mason III,PG,25,MIL,2,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,,233,117,2019-2020
1808,132,Wesley Matthews,SG,33,MIL,10,10,246,4.7,11.1,.421,3.3,8.4,.395,1.4,2.7,.500,1.4,1.9,.700,1.2,2.3,3.5,1.8,1.8,0.8,1.4,3.9,14.0,,111,110,2019-2020
1809,133,CJ McCollum,SG,28,POR,5,5,196,10.6,23.8,.444,3.1,8.4,.371,7.4,15.4,.484,3.6,5.3,.682,1.2,5.8,7.0,3.8,1.4,0.5,3.6,2.4,27.9,,102,116,2019-2020
1810,134,T.J. McConnell,PG,27,IND,3,0,28,5.3,14.2,.375,0.0,0.0,0,5.3,14.2,.375,1.8,3.5,.500,0.0,10.6,10.6,12.4,0.0,0.0,3.5,7.1,12.4,,91,119,2019-2020
1811,135,Doug McDermott,PF,28,IND,4,0,54,3.7,13.8,.267,1.8,9.2,.200,1.8,4.6,.400,0.0,0.0,0,0.0,2.8,2.8,0.9,0.9,0.0,0.9,2.8,9.2,,65,121,2019-2020
1812,136,JaVale McGee,C,32,LAL,14,11,135,7.3,11.7,.625,0.0,0.7,.000,7.3,11.0,.667,0.4,0.7,.500,5.8,10.2,16.1,2.6,0.7,3.7,3.3,8.0,15.0,,115,106,2019-2020
1813,137,Rodney McGruder,SG,28,LAC,5,0,16,9.2,15.3,.600,6.1,9.2,.667,3.1,6.1,.500,0.0,0.0,0,3.1,9.2,12.2,6.1,0.0,0.0,0.0,0.0,24.5,,172,115,2019-2020
1814,138,Ben McLemore,SF,26,HOU,11,0,130,5.6,15.0,.375,5.2,13.5,.389,0.4,1.5,.250,0.0,0.0,0,0.7,3.4,4.1,2.2,1.5,0.0,1.1,3.0,16.5,,105,111,2019-2020
1815,139,Khris Middleton,SF,28,MIL,10,10,355,9.6,24.3,.394,3.1,8.8,.354,6.5,15.5,.417,5.1,6.2,.826,0.7,8.6,9.3,8.1,1.5,0.3,4.6,5.5,27.4,,100,109,2019-2020
1816,140,Malcolm Miller,SF,26,TOR,1,0,5,9.7,29.1,.333,9.7,9.7,1.000,0.0,19.4,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,29.1,,94,112,2019-2020
1817,141,Paul Millsap,PF,34,DEN,19,19,459,5.2,13.1,.398,1.7,4.9,.341,3.6,8.2,.432,4.8,6.0,.796,2.9,7.0,9.9,2.6,1.3,1.0,2.8,5.4,16.9,,107,115,2019-2020
1818,142,Shake Milton,SG,23,PHI,4,4,126,8.4,17.6,.477,4.0,10.0,.400,4.4,7.6,.579,2.4,2.8,.857,0.4,4.8,5.2,4.4,0.8,0.0,2.4,5.2,23.2,,118,121,2019-2020
1819,143,Donovan Mitchell,SG,23,UTA,7,7,264,16.5,31.2,.529,6.6,12.7,.516,9.9,18.5,.538,10.9,11.5,.948,1.2,5.8,7.0,6.8,1.4,0.4,5.8,2.2,50.5,,128,120,2019-2020
1820,144,Juwan Morgan,PF,22,UTA,7,2,86,1.8,7.3,.250,1.2,6.1,.200,0.6,1.2,.500,1.2,3.7,.333,3.7,9.2,12.8,3.1,1.2,0.0,0.6,6.7,6.1,,105,118,2019-2020
1821,145,Marcus Morris,PF,30,LAC,13,13,388,7.1,14.0,.505,3.5,7.4,.475,3.5,6.6,.538,1.6,1.8,.929,1.4,6.6,8.0,2.7,1.4,0.1,1.1,4.9,19.3,,129,113,2019-2020
1822,146,Markieff Morris,PF,30,LAL,21,2,385,5.6,12.6,.449,3.7,8.8,.420,1.9,3.7,.517,0.9,1.2,.778,1.5,6.7,8.2,2.6,0.8,0.4,2.2,6.9,15.9,,113,112,2019-2020
1823,147,Monte Morris,PG,24,DEN,19,4,406,8.3,16.7,.496,1.5,5.0,.300,6.8,11.7,.581,3.5,4.3,.824,0.5,3.1,3.6,6.5,1.5,0.3,1.3,2.5,21.6,,124,118,2019-2020
1824,148,Emmanuel Mudiay,PG,23,UTA,3,0,34,7.7,21.6,.357,3.1,4.6,.667,4.6,17.0,.273,1.5,3.1,.500,1.5,7.7,9.3,3.1,0.0,1.5,1.5,0.0,20.1,,95,120,2019-2020
1825,149,Jamal Murray,PG,22,DEN,19,19,753,12.6,24.9,.505,4.2,9.3,.453,8.4,15.7,.537,4.7,5.3,.897,1.4,4.9,6.2,8.5,1.2,0.4,3.6,2.8,34.2,,123,118,2019-2020
1826,150,Džanan Musa,SF,20,BRK,3,0,39,2.4,13.1,.182,0.0,7.1,.000,2.4,5.9,.400,11.9,16.6,.714,1.2,2.4,3.6,4.8,0.0,1.2,3.6,2.4,16.6,,86,127,2019-2020
1827,151,Mike Muscala,C,28,OKC,2,0,20,2.4,4.8,.500,2.4,2.4,1.000,0.0,2.4,.000,0.0,0.0,0,0.0,9.6,9.6,2.4,0.0,0.0,0.0,4.8,7.2,,160,112,2019-2020
1828,152,Abdel Nader,SF,26,OKC,3,0,25,1.9,13.4,.143,1.9,9.6,.200,0.0,3.8,.000,1.9,3.8,.500,1.9,3.8,5.8,0.0,1.9,3.8,0.0,1.9,7.7,,64,104,2019-2020
1829,153,Raul Neto,PG,27,PHI,2,0,26,5.8,17.4,.333,3.9,9.7,.400,1.9,7.8,.250,0.0,0.0,0,0.0,5.8,5.8,5.8,1.9,0.0,1.9,0.0,15.5,,96,118,2019-2020
1830,154,Georges Niang,PF,26,UTA,7,0,114,10.1,20.3,.500,5.5,13.3,.414,4.6,6.9,.667,0.9,0.9,1.000,1.8,5.1,6.9,1.8,0.0,0.5,0.9,4.1,26.7,,129,123,2019-2020
1831,155,Joakim Noah,C,34,LAC,2,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119,2019-2020
1832,156,Nerlens Noel,C,25,OKC,7,0,97,4.0,8.4,.471,0.0,0.5,.000,4.0,7.9,.500,2.5,4.9,.500,2.5,11.9,14.3,1.5,1.0,2.5,1.0,7.4,10.4,,106,104,2019-2020
1833,157,Kendrick Nunn,PG,24,MIA,15,0,239,7.5,19.3,.391,2.5,9.0,.279,5.0,10.3,.490,1.7,1.7,1.000,0.6,6.1,6.7,4.2,0.6,0.6,2.5,4.4,19.3,,94,114,2019-2020
1834,158,Jusuf Nurkić,C,25,POR,5,5,161,7.3,16.7,.439,0.9,3.2,.273,6.4,13.5,.478,5.3,6.7,.783,4.1,11.1,15.2,5.3,2.0,0.3,3.8,6.1,20.8,,107,111,2019-2020
1835,159,Royce O'Neale,SF,26,UTA,7,7,249,2.7,6.7,.406,2.1,4.6,.455,0.6,2.1,.300,0.6,1.3,.500,0.6,7.4,8.0,4.0,1.9,0.4,2.7,5.3,8.2,,100,117,2019-2020
1836,160,Kyle O'Quinn,C,29,PHI,1,0,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,8.4,8.4,8.4,0.0,0.0,16.8,25.2,0.0,,21,120,2019-2020
1837,161,Semi Ojeleye,PF,25,BOS,13,0,122,2.9,11.4,.250,2.0,9.4,.217,0.8,2.0,.400,0.8,0.8,1.000,0.8,4.1,4.9,0.4,1.2,0.0,0.4,3.7,8.6,,80,110,2019-2020
1838,162,Victor Oladipo,SG,27,IND,4,4,123,8.9,22.6,.393,4.8,13.3,.364,4.0,9.3,.435,6.1,6.5,.938,0.0,5.2,5.2,4.0,3.6,0.0,5.7,5.7,28.7,,94,114,2019-2020
1839,163,Kelly Olynyk,C,28,MIA,17,0,258,8.7,18.4,.474,3.3,9.5,.347,5.4,8.9,.609,4.5,5.4,.821,2.5,12.8,15.3,3.7,0.8,1.6,2.5,6.8,25.2,,116,109,2019-2020
1840,164,Miye Oni,SF,22,UTA,2,0,14,11.2,22.5,.500,3.7,15.0,.250,7.5,7.5,1.000,0.0,0.0,0,7.5,7.5,15.0,0.0,3.7,3.7,3.7,7.5,26.2,,110,109,2019-2020
1841,165,Patrick Patterson,PF,30,LAC,2,0,10,14.7,14.7,1.000,14.7,14.7,1.000,0.0,0.0,0,0.0,0.0,0,0.0,4.9,4.9,19.6,0.0,0.0,0.0,4.9,44.1,,280,117,2019-2020
1842,166,Chris Paul,PG,34,OKC,7,7,261,10.1,20.6,.491,2.9,7.9,.372,7.2,12.7,.565,4.2,4.8,.885,0.6,9.0,9.6,6.8,2.0,0.6,4.2,3.3,27.4,,112,106,2019-2020
1843,167,Norvel Pelle,C,26,PHI,1,0,7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,,,100,2019-2020
1844,168,Mason Plumlee,C,29,DEN,19,0,206,4.7,9.7,.487,0.0,0.2,.000,4.7,9.4,.500,2.0,3.0,.667,7.7,7.4,15.1,6.2,1.0,2.0,2.7,9.9,11.4,,122,115,2019-2020
1845,169,Vincent Poirier,C,26,BOS,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,24.9,24.9,0.0,0.0,0.0,0.0,,232,59,2019-2020
1846,170,Michael Porter Jr.,SF,21,DEN,19,3,451,8.8,18.6,.476,3.8,10.1,.382,5.0,8.5,.587,2.9,4.0,.743,2.4,12.0,14.4,1.8,1.5,0.7,2.8,4.9,24.4,,112,113,2019-2020
1847,171,Kristaps Porziņģis,C,24,DAL,3,3,94,10.5,20.0,.525,4.5,8.5,.529,6.0,11.5,.522,10.0,11.5,.870,1.5,11.5,13.0,1.0,0.0,1.5,1.5,4.5,35.5,,137,122,2019-2020
1848,172,Norman Powell,SG,26,TOR,11,0,273,9.0,18.4,.490,3.9,9.2,.423,5.1,9.2,.558,4.1,5.1,.793,0.7,3.9,4.6,2.0,1.1,0.5,2.0,5.1,26.1,,115,108,2019-2020
1849,173,Josh Reaves,SF,22,DAL,2,0,9,5.2,15.7,.333,0.0,5.2,.000,5.2,10.5,.500,10.5,10.5,1.000,0.0,10.5,10.5,5.2,0.0,5.2,5.2,5.2,20.9,,94,117,2019-2020
1850,174,Josh Richardson,SG,26,PHI,4,4,144,7.0,19.6,.357,3.5,9.8,.357,3.5,9.8,.357,5.9,6.3,.944,1.4,3.8,5.2,4.5,0.7,0.7,2.8,4.2,23.4,,108,121,2019-2020
1851,175,Austin Rivers,SG,27,HOU,12,0,211,4.4,14.1,.311,2.1,8.1,.257,2.3,6.0,.385,2.3,3.0,.769,0.5,6.5,6.9,3.7,1.6,0.2,1.8,5.1,13.2,,88,109,2019-2020
1852,176,Andre Roberson,SF,28,OKC,1,0,3,0.0,16.0,.000,0.0,16.0,.000,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,0,116,2019-2020
1853,177,Duncan Robinson,SG,25,MIA,21,21,600,6.3,14.7,.426,5.2,13.0,.397,1.1,1.7,.650,2.8,3.2,.868,0.4,4.4,4.8,3.2,1.2,0.5,1.3,5.4,20.4,,121,114,2019-2020
1854,178,Rajon Rondo,PG,33,LAL,16,0,395,6.9,15.1,.455,2.5,6.2,.400,4.4,8.9,.493,1.6,2.4,.684,1.6,7.0,8.6,13.1,2.7,0.2,4.2,4.5,17.9,,115,108,2019-2020
1855,179,Terrence Ross,SG,28,ORL,5,0,135,10.2,21.8,.469,3.4,10.2,.333,6.8,11.6,.588,4.1,4.8,.857,0.3,7.2,7.5,1.7,1.4,0.3,2.7,4.8,27.9,,102,111,2019-2020
1856,180,JaKarr Sampson,PF,26,IND,4,0,50,9.9,15.9,.625,0.0,0.0,0,9.9,15.9,.625,0.0,0.0,0,1.0,11.9,12.9,4.0,2.0,0.0,2.0,9.9,19.9,,114,113,2019-2020
1857,181,Dennis Schröder,PG,26,OKC,7,0,227,9.3,23.0,.404,2.7,9.5,.289,6.6,13.5,.484,4.2,5.3,.800,0.4,5.1,5.5,5.3,0.8,0.2,3.6,3.2,25.6,,98,112,2019-2020
1858,182,Mike Scott,PF,31,PHI,4,0,20,2.5,12.6,.200,0.0,5.0,.000,2.5,7.6,.333,10.1,10.1,1.000,5.0,15.1,20.2,2.5,0.0,0.0,0.0,5.0,15.1,,120,117,2019-2020
1859,183,Landry Shamet,SG,22,LAC,13,4,243,4.8,11.9,.407,3.0,8.5,.357,1.8,3.4,.529,1.0,1.4,.714,0.0,4.4,4.4,3.4,1.2,0.6,2.6,3.6,13.7,,99,113,2019-2020
1860,184,Pascal Siakam,PF,25,TOR,11,11,418,8.3,21.1,.396,1.2,6.1,.189,7.2,14.9,.481,3.8,5.3,.717,1.6,8.0,9.6,4.9,1.4,0.5,2.5,3.8,21.7,,96,105,2019-2020
1861,185,Anfernee Simons,SG,20,POR,4,0,82,4.6,14.9,.308,3.4,8.0,.429,1.1,6.9,.167,2.9,3.4,.833,0.6,5.7,6.3,5.7,3.4,0.0,2.3,4.0,15.5,,100,112,2019-2020
1862,186,Marcus Smart,SG,25,BOS,17,16,648,6.0,15.2,.394,3.1,9.4,.333,2.8,5.8,.493,3.8,4.3,.875,0.8,6.1,6.8,6.0,1.6,0.6,3.5,4.2,18.9,,106,107,2019-2020
1863,187,J.R. Smith,SG,34,LAL,10,0,75,4.6,17.1,.269,3.9,14.5,.273,0.7,2.6,.250,0.0,0.0,0,0.0,2.0,2.0,2.0,1.3,0.0,4.6,7.2,13.2,,67,114,2019-2020
1864,188,Edmond Sumner,SG,24,IND,3,0,41,2.4,8.5,.286,0.0,3.6,.000,2.4,4.8,.500,2.4,2.4,1.000,1.2,6.1,7.3,0.0,0.0,0.0,2.4,6.1,7.3,,68,121,2019-2020
1865,189,Jayson Tatum,PF,21,BOS,17,17,690,10.5,24.1,.434,3.4,9.1,.373,7.1,15.0,.471,7.2,8.9,.813,1.6,10.7,12.3,6.1,1.2,1.4,3.5,3.0,31.5,,112,104,2019-2020
1866,190,Garrett Temple,SG,33,BRK,4,4,137,5.8,16.6,.347,3.0,12.2,.250,2.7,4.4,.615,1.7,2.0,.833,0.0,3.7,3.7,2.7,1.0,0.3,2.0,4.1,16.2,,87,125,2019-2020
1867,191,Daniel Theis,C,27,BOS,17,17,482,6.3,12.1,.521,0.4,2.7,.154,5.9,9.4,.626,2.7,3.4,.788,3.3,9.2,12.5,2.6,0.6,2.2,1.5,6.8,15.7,,119,106,2019-2020
1868,192,Lance Thomas,PF,31,BRK,3,0,17,2.7,13.6,.200,0.0,5.5,.000,2.7,8.2,.333,5.5,10.9,.500,2.7,5.5,8.2,0.0,0.0,2.7,0.0,5.5,10.9,,73,123,2019-2020
