,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,Effective Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Season
1579,115,T.J. Leaf,PF,21,IND,1,0,10.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,2.0,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2018-2019
1580,116,Kawhi Leonard,SF,27,TOR,24,24,39.1,10.1,20.7,.490,2.3,6.0,.379,7.8,14.6,.536,.545,8.0,9.0,.884,2.3,6.8,9.1,3.9,1.7,0.7,3.1,2.3,30.5,2018-2019
1581,117,Meyers Leonard,C,26,POR,11,2,15.5,3.1,5.9,.523,1.3,3.0,.424,1.8,2.9,.625,.631,0.3,0.8,.333,0.5,3.1,3.6,1.1,0.3,0.1,0.4,2.5,7.7,2018-2019
1582,118,Jon Leuer,PF,29,DET,1,0,5.0,1.0,2.0,.500,0.0,0.0,0,1.0,2.0,.500,.500,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2018-2019
1583,119,Caris LeVert,SF,24,BRK,5,2,28.8,7.2,14.6,.493,2.4,5.2,.462,4.8,9.4,.511,.575,4.2,5.8,.724,1.2,3.4,4.6,3.0,1.0,0.4,2.0,1.6,21.0,2018-2019
1584,120,Damian Lillard,PG,28,POR,16,16,40.6,8.6,20.6,.418,3.7,9.9,.373,4.9,10.8,.459,.508,5.9,7.1,.833,0.5,4.3,4.8,6.6,1.7,0.3,3.8,2.5,26.9,2018-2019
1585,121,Jeremy Lin,PG,30,TOR,8,0,3.4,0.3,1.1,.222,0.1,0.3,.500,0.1,0.9,.143,.278,0.5,0.5,1.000,0.0,0.4,0.4,0.5,0.1,0.0,0.6,0.3,1.1,2018-2019
1586,122,Shaun Livingston,PG,33,GSW,22,2,14.6,1.5,3.4,.453,0.0,0.1,.000,1.5,3.3,.466,.453,1.0,1.1,.840,0.5,0.9,1.4,1.4,0.5,0.2,0.4,1.6,4.0,2018-2019
1587,123,Kevon Looney,C,22,GSW,21,1,20.6,3.0,4.4,.688,0.0,0.0,0,3.0,4.4,.688,.688,1.0,1.4,.724,2.0,2.5,4.5,1.0,0.6,0.5,0.6,2.4,7.1,2018-2019
1588,124,Brook Lopez,C,30,MIL,15,15,29.2,4.1,8.9,.455,1.5,5.0,.293,2.6,3.9,.661,.537,1.6,1.9,.828,0.8,4.7,5.5,1.4,0.4,1.9,0.7,3.1,11.2,2018-2019
1589,125,Kyle Lowry,PG,32,TOR,24,24,37.5,5.1,11.5,.440,2.2,6.0,.359,2.9,5.5,.530,.534,2.7,3.4,.802,0.9,4.0,4.9,6.6,1.3,0.3,2.3,4.0,15.0,2018-2019
1590,126,Trey Lyles,PF,23,DEN,3,0,2.7,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.3,0.0,2018-2019
1591,127,Thon Maker,PF,21,DET,4,2,17.3,1.8,6.5,.269,0.0,3.0,.000,1.8,3.5,.500,.269,2.0,2.3,.889,1.0,1.3,2.3,1.0,0.0,1.0,0.8,3.5,5.5,2018-2019
1592,128,Boban Marjanović,C,30,PHI,11,0,9.5,2.2,3.6,.600,0.0,0.3,.000,2.2,3.4,.649,.600,1.5,1.7,.842,1.2,2.1,3.3,1.0,0.2,0.3,1.3,1.6,5.8,2018-2019
1593,129,Jarell Martin,PF,24,ORL,3,0,6.0,1.3,3.0,.444,0.7,2.3,.286,0.7,0.7,1.000,.556,0.0,0.7,.000,0.3,0.3,0.7,0.3,0.0,0.3,0.0,0.3,3.3,2018-2019
1594,130,Wesley Matthews,SG,32,IND,4,4,29.8,2.3,7.5,.300,1.8,5.3,.333,0.5,2.3,.222,.417,0.8,0.8,1.000,0.0,2.5,2.5,2.0,0.8,0.3,2.0,1.5,7.0,2018-2019
1595,131,Patrick McCaw,SG,23,TOR,11,0,4.4,0.1,0.5,.200,0.1,0.3,.333,0.0,0.2,.000,.300,0.2,0.2,1.000,0.2,0.1,0.3,0.4,0.2,0.0,0.1,0.4,0.5,2018-2019
1596,132,CJ McCollum,SG,27,POR,16,16,39.7,9.6,21.9,.440,2.9,7.3,.393,6.8,14.6,.464,.506,2.6,3.5,.732,0.9,4.1,5.0,3.7,0.8,0.6,1.9,2.1,24.7,2018-2019
1597,133,T.J. McConnell,PG,26,PHI,9,0,8.3,1.3,3.0,.444,0.0,0.0,0,1.3,3.0,.444,.444,0.0,0.0,0,0.1,0.6,0.7,1.2,0.2,0.1,0.1,0.4,2.7,2018-2019
1598,134,Doug McDermott,SF,27,IND,3,0,9.7,0.7,3.3,.200,0.0,2.3,.000,0.7,1.0,.667,.200,0.7,1.3,.500,1.0,0.7,1.7,1.3,0.0,0.3,0.0,0.7,2.0,2018-2019
1599,135,Alfonzo McKinnie,SF,26,GSW,22,1,10.7,1.2,2.7,.441,0.5,1.5,.313,0.7,1.2,.593,.525,0.2,0.5,.400,0.8,1.5,2.3,0.2,0.1,0.0,0.3,1.5,3.0,2018-2019
1600,136,Jodie Meeks,SG,31,TOR,14,0,4.7,0.6,2.1,.310,0.1,0.9,.154,0.5,1.1,.438,.345,0.1,0.2,.667,0.0,0.6,0.6,0.1,0.3,0.1,0.2,0.5,1.6,2018-2019
1601,137,Khris Middleton,SF,27,MIL,15,15,34.3,5.6,13.4,.418,2.7,6.1,.435,2.9,7.3,.404,.517,3.1,3.5,.885,0.6,5.7,6.3,4.4,0.6,0.0,1.9,2.9,16.9,2018-2019
1602,138,Malcolm Miller,SF,25,TOR,10,0,2.8,0.2,0.8,.250,0.1,0.6,.167,0.1,0.2,.500,.313,0.3,0.4,.750,0.0,0.5,0.5,0.1,0.0,0.1,0.1,0.3,0.8,2018-2019
1603,139,Patty Mills,PG,30,SAS,7,0,21.7,2.0,6.1,.326,0.4,3.1,.136,1.6,3.0,.524,.360,0.9,1.4,.600,0.1,2.0,2.1,3.6,1.0,0.1,0.4,1.3,5.3,2018-2019
1604,140,Paul Millsap,PF,33,DEN,14,14,33.5,5.2,11.1,.468,0.9,2.7,.316,4.4,8.4,.517,.506,3.4,4.4,.770,1.7,5.0,6.7,0.8,0.9,1.1,1.3,3.4,14.6,2018-2019
1605,141,Nikola Mirotić,PF,27,MIL,14,8,21.3,3.1,8.4,.376,1.6,5.4,.289,1.6,2.9,.537,.470,1.6,2.0,.821,1.2,3.1,4.3,0.7,0.7,0.2,1.0,1.8,9.5,2018-2019
1606,142,Donovan Mitchell,SG,22,UTA,5,5,38.6,7.2,22.4,.321,2.2,8.6,.256,5.0,13.8,.362,.371,4.8,6.6,.727,1.4,3.6,5.0,3.2,1.6,0.2,4.2,3.0,21.4,2018-2019
1607,143,Greg Monroe,C,28,PHI,10,1,9.0,1.6,4.0,.400,0.1,0.4,.250,1.5,3.6,.417,.413,0.7,0.9,.778,1.4,1.7,3.1,0.4,0.5,0.3,0.4,1.1,4.0,2018-2019
1608,144,Eric Moreland,PF,27,TOR,8,0,3.5,0.1,0.3,.500,0.0,0.0,0,0.1,0.3,.500,.500,0.0,0.0,0,0.3,1.5,1.8,0.4,0.0,0.0,0.0,0.6,0.3,2018-2019
1609,145,Marcus Morris,PF,29,BOS,9,4,28.2,4.6,8.8,.519,2.0,4.4,.450,2.6,4.3,.590,.633,2.6,3.4,.742,1.3,6.8,8.1,1.2,0.1,0.6,0.8,2.4,13.7,2018-2019
1610,146,Markieff Morris,PF,29,OKC,5,0,11.8,1.0,3.2,.313,0.4,1.4,.286,0.6,1.8,.333,.375,1.4,1.8,.778,0.8,1.8,2.6,1.0,0.2,0.6,0.4,1.8,3.8,2018-2019
1611,147,Monte Morris,PG,23,DEN,14,0,16.0,2.4,6.1,.384,0.0,0.9,.000,2.4,5.2,.452,.384,0.6,0.9,.692,0.2,1.1,1.4,2.6,0.4,0.1,0.4,1.1,5.4,2018-2019
1612,148,Donatas Motiejūnas,PF,28,SAS,5,0,3.8,1.2,2.0,.600,0.0,0.2,.000,1.2,1.8,.667,.600,0.2,0.4,.500,0.6,0.8,1.4,0.4,0.0,0.0,0.0,0.2,2.6,2018-2019
1613,149,Jamal Murray,PG,21,DEN,14,14,36.3,7.6,18.0,.425,2.0,5.9,.337,5.6,12.1,.467,.480,4.0,4.4,.903,1.4,3.0,4.4,4.7,1.0,0.1,1.6,1.7,21.3,2018-2019
1614,150,Džanan Musa,SG,19,BRK,2,0,7.5,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,2.0,2.0,2018-2019
1615,151,Abdel Nader,SF,25,OKC,3,0,1.7,0.3,0.7,.500,0.0,0.0,0,0.3,0.7,.500,.500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,2018-2019
1616,152,Shabazz Napier,PG,27,BRK,3,0,9.3,2.3,3.7,.636,1.0,1.7,.600,1.3,2.0,.667,.773,2.3,2.7,.875,0.7,1.7,2.3,3.7,0.3,0.0,0.0,0.3,8.0,2018-2019
1617,153,Raul Neto,PG,26,UTA,3,0,6.7,0.3,2.0,.167,0.0,0.3,.000,0.3,1.7,.200,.167,0.0,0.0,0,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.7,0.7,2018-2019
1618,154,Georges Niang,PF,25,UTA,5,0,11.0,1.8,4.4,.409,0.8,2.6,.308,1.0,1.8,.556,.500,0.0,0.0,0,0.0,2.8,2.8,1.0,0.2,0.2,0.4,1.0,4.4,2018-2019
1619,155,Nerlens Noel,C,24,OKC,5,0,12.0,2.4,4.0,.600,0.0,0.0,0,2.4,4.0,.600,.600,0.0,0.4,.000,2.2,1.6,3.8,0.0,0.4,0.6,0.8,1.8,4.8,2018-2019
1620,156,Royce O'Neale,SF,25,UTA,5,0,27.4,4.2,9.0,.467,1.6,4.6,.348,2.6,4.4,.591,.556,0.6,0.8,.750,0.4,4.2,4.6,1.6,0.4,0.4,2.0,3.0,10.6,2018-2019
1621,157,Kyle O'Quinn,C,28,IND,1,0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-2019
1622,158,Semi Ojeleye,PF,24,BOS,6,0,5.7,0.7,1.5,.444,0.5,0.8,.600,0.2,0.7,.250,.611,0.3,0.3,1.000,0.2,0.2,0.3,0.3,0.0,0.0,0.2,0.8,2.2,2018-2019
1623,159,Zaza Pachulia,C,34,DET,2,0,11.0,1.0,3.0,.333,0.0,0.0,0,1.0,3.0,.333,.333,0.5,1.0,.500,0.5,4.0,4.5,0.0,0.0,0.0,0.5,1.5,2.5,2018-2019
1624,160,Chris Paul,PG,33,HOU,11,11,36.1,6.0,13.5,.446,1.5,5.7,.270,4.5,7.7,.576,.503,3.5,4.1,.844,1.3,5.1,6.4,5.5,2.2,0.6,3.4,3.3,17.0,2018-2019
1625,161,Theo Pinson,SG,23,BRK,3,0,7.3,1.0,2.7,.375,1.0,2.3,.429,0.0,0.3,.000,.563,0.0,0.0,0,0.0,1.0,1.0,1.0,0.7,0.0,0.3,0.0,3.0,2018-2019
1626,162,Mason Plumlee,C,28,DEN,14,0,15.6,1.7,3.4,.511,0.0,0.1,.000,1.7,3.3,.522,.511,1.1,2.0,.571,1.9,2.6,4.4,1.5,0.5,0.7,0.6,2.8,4.6,2018-2019
1627,163,Jakob Poeltl,C,23,SAS,7,7,25.3,3.3,5.1,.639,0.0,0.1,.000,3.3,5.0,.657,.639,0.7,1.3,.556,3.6,4.1,7.7,1.7,0.3,0.7,0.4,3.7,7.3,2018-2019
1628,164,Quincy Pondexter,SF,30,SAS,5,0,2.4,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.0,0.0,0,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.4,0.0,2018-2019
1629,165,Norman Powell,SG,25,TOR,23,0,15.9,2.4,5.5,.444,1.0,2.7,.387,1.4,2.8,.500,.540,0.6,0.8,.737,0.2,2.0,2.2,1.1,0.4,0.0,0.5,1.3,6.5,2018-2019
1630,166,JJ Redick,SG,34,PHI,12,12,31.3,4.5,10.3,.435,3.0,7.3,.414,1.5,3.1,.486,.581,1.4,1.7,.850,0.2,1.3,1.5,1.6,0.1,0.3,1.8,2.7,13.4,2018-2019
1631,167,Austin Rivers,SG,26,HOU,10,0,21.5,2.7,6.2,.435,1.6,3.5,.457,1.1,2.7,.407,.565,0.4,0.6,.667,0.2,1.9,2.1,1.0,0.5,0.1,0.8,3.1,7.4,2018-2019
1632,168,Glenn Robinson III,SF,25,DET,3,0,12.0,1.3,5.0,.267,0.3,2.7,.125,1.0,2.3,.429,.300,1.3,1.3,1.000,0.7,1.7,2.3,0.7,0.7,0.0,0.3,1.7,4.3,2018-2019
1633,169,Jerome Robinson,SG,21,LAC,5,0,9.2,1.0,2.8,.357,0.6,1.2,.500,0.4,1.6,.250,.464,1.0,1.0,1.000,0.4,0.8,1.2,1.4,0.4,0.0,0.2,0.8,3.6,2018-2019
1634,170,Terrence Ross,SG,27,ORL,5,0,29.2,4.0,10.8,.370,2.4,7.0,.343,1.6,3.8,.421,.481,2.8,3.4,.824,0.2,3.4,3.6,1.4,1.2,0.4,2.0,2.0,13.2,2018-2019
1635,171,Terry Rozier,PG,24,BOS,9,0,18.0,2.1,6.6,.322,0.9,3.8,.235,1.2,2.8,.440,.390,1.3,1.8,.750,0.4,3.9,4.3,1.9,0.4,0.2,1.1,1.7,6.4,2018-2019
1636,172,Ricky Rubio,PG,28,UTA,5,5,33.6,5.6,13.2,.424,0.8,4.0,.200,4.8,9.2,.522,.455,3.4,4.0,.850,0.6,2.6,3.2,8.6,2.4,0.2,3.0,2.8,15.4,2018-2019
1637,173,D'Angelo Russell,PG,22,BRK,5,5,29.6,7.4,20.6,.359,2.4,7.4,.324,5.0,13.2,.379,.417,2.2,2.6,.846,0.4,3.2,3.6,3.6,1.4,0.2,2.8,2.4,19.4,2018-2019
1638,174,Domantas Sabonis,C,22,IND,4,0,24.0,3.0,7.3,.414,0.3,1.0,.250,2.8,6.3,.440,.431,2.3,3.5,.643,1.8,5.5,7.3,4.0,0.8,0.3,1.3,3.0,8.5,2018-2019
1639,175,Dennis Schröder,PG,25,OKC,5,0,30.2,5.0,11.0,.455,1.2,4.0,.300,3.8,7.0,.543,.509,2.6,3.6,.722,0.4,2.8,3.2,3.4,0.8,0.0,1.2,2.2,13.8,2018-2019
1640,176,Mike Scott,PF,30,PHI,10,0,19.3,2.1,4.7,.447,1.2,3.4,.353,0.9,1.3,.692,.574,0.2,0.2,1.000,0.4,3.0,3.4,0.5,0.3,0.0,0.7,2.2,5.6,2018-2019
1641,177,Thabo Sefolosha,SF,34,UTA,4,0,10.5,0.5,3.5,.143,0.3,2.0,.125,0.3,1.5,.167,.179,0.0,0.0,0,0.3,1.8,2.0,0.5,0.0,0.0,0.3,0.8,1.3,2018-2019
1642,178,Landry Shamet,SG,21,LAC,6,6,29.0,2.2,6.3,.342,1.7,5.2,.323,0.5,1.2,.429,.474,1.7,1.7,1.000,0.2,1.8,2.0,1.7,1.0,0.0,1.2,2.5,7.7,2018-2019
1643,179,Iman Shumpert,SG,28,HOU,8,0,13.6,1.3,3.3,.385,1.0,2.8,.364,0.3,0.5,.500,.538,0.1,0.5,.250,0.1,1.4,1.5,0.3,0.1,0.0,0.4,1.3,3.6,2018-2019
1644,180,Pascal Siakam,PF,24,TOR,24,24,37.1,7.5,16.0,.470,1.2,4.3,.279,6.3,11.6,.541,.508,2.8,3.6,.759,1.7,5.5,7.1,2.8,1.0,0.7,1.4,2.8,19.0,2018-2019
1645,181,Ben Simmons,PG,22,PHI,12,12,35.1,6.0,9.7,.621,0.0,0.0,0,6.0,9.7,.621,.621,1.9,3.3,.575,1.9,5.1,7.0,6.0,1.3,1.0,2.7,3.8,13.9,2018-2019
1646,182,Jonathon Simmons,SF,29,PHI,7,0,7.4,1.4,4.3,.333,0.3,1.4,.200,1.1,2.9,.400,.367,0.4,0.6,.750,0.3,1.0,1.3,0.3,0.1,0.0,0.9,0.3,3.6,2018-2019
1647,183,Anfernee Simons,SG,19,POR,5,0,2.4,0.0,1.4,.000,0.0,0.4,.000,0.0,1.0,.000,.000,0.8,1.0,.800,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.8,2018-2019
1648,184,Marcus Smart,SG,24,BOS,2,0,16.0,0.5,5.5,.091,0.5,5.5,.091,0.0,0.0,0,.136,2.0,3.0,.667,2.0,0.0,2.0,2.0,1.5,0.0,1.5,1.5,3.5,2018-2019
1649,185,Ish Smith,PG,30,DET,4,0,20.3,2.5,9.5,.263,0.3,1.8,.143,2.3,7.8,.290,.276,0.8,1.0,.750,0.3,2.5,2.8,3.5,0.8,0.3,1.0,2.0,6.0,2018-2019
1650,186,Zhaire Smith,SG,19,PHI,2,0,2.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2018-2019
1651,187,Tony Snell,SF,27,MIL,9,0,3.1,0.2,0.7,.333,0.1,0.2,.500,0.1,0.4,.250,.417,0.0,0.0,0,0.2,0.1,0.3,0.0,0.1,0.1,0.1,0.3,0.6,2018-2019
1652,188,Edmond Sumner,PG,23,IND,1,0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019
1653,189,Jayson Tatum,SF,20,BOS,9,9,32.8,5.4,12.4,.438,1.1,3.4,.323,4.3,9.0,.481,.482,3.2,4.3,.744,0.8,5.9,6.7,1.9,1.1,0.8,2.0,2.3,15.2,2018-2019
1654,190,Garrett Temple,SG,32,LAC,6,0,10.5,0.5,1.8,.273,0.2,1.2,.143,0.3,0.7,.500,.318,1.2,1.7,.700,0.2,1.0,1.2,0.3,0.5,0.2,0.3,1.3,2.3,2018-2019
1655,191,Daniel Theis,C,26,BOS,7,0,6.0,0.7,2.0,.357,0.0,0.3,.000,0.7,1.7,.417,.357,0.3,0.3,1.000,0.6,0.9,1.4,0.0,0.1,0.1,0.1,0.6,1.7,2018-2019
1656,192,Khyri Thomas,SG,22,DET,3,0,5.0,2.0,4.0,.500,0.3,1.3,.250,1.7,2.7,.625,.542,0.3,0.3,1.000,0.0,0.7,0.7,0.0,0.7,0.0,0.0,0.0,4.7,2018-2019
1657,193,Klay Thompson,SG,28,GSW,21,21,39.0,7.8,17.1,.456,3.3,7.5,.443,4.5,9.6,.465,.553,1.8,2.0,.902,0.6,3.5,4.1,2.1,1.3,0.7,1.8,2.8,20.7,2018-2019
1658,194,Sindarius Thornwell,SG,24,LAC,4,0,3.0,0.5,1.5,.333,0.3,0.8,.333,0.3,0.8,.333,.417,0.0,0.0,0,0.0,1.0,1.0,0.0,0.3,0.0,0.0,0.5,1.3,2018-2019
1659,195,P.J. Tucker,PF,33,HOU,11,11,38.7,3.6,8.0,.455,2.4,5.2,.456,1.3,2.8,.452,.602,1.7,2.1,.826,1.7,5.7,7.5,1.7,1.7,0.7,0.7,3.2,11.4,2018-2019
1660,196,Evan Turner,PG,30,POR,16,0,15.3,0.9,2.9,.326,0.1,0.1,1.000,0.9,2.8,.311,.337,0.8,0.9,.800,0.8,3.7,4.5,2.2,0.2,0.2,0.8,1.4,2.7,2018-2019
1661,197,Myles Turner,C,22,IND,4,4,31.5,3.5,8.8,.400,0.8,3.5,.214,2.8,5.3,.524,.443,2.0,3.3,.615,1.0,5.3,6.3,1.5,0.0,1.8,0.8,3.5,9.8,2018-2019
1662,198,Ekpe Udoh,C,31,UTA,2,0,3.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019
1663,199,Jarred Vanderbilt,PF,19,DEN,3,0,1.7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,2018-2019
1664,200,Fred VanVleet,PG,24,TOR,24,0,24.7,2.7,6.9,.392,1.6,4.1,.388,1.1,2.8,.397,.506,1.0,1.3,.774,0.3,1.4,1.7,2.6,0.8,0.3,0.9,2.0,8.0,2018-2019
1665,201,Nikola Vučević,C,28,ORL,5,5,29.4,4.2,11.6,.362,0.6,2.6,.231,3.6,9.0,.400,.388,2.2,2.8,.786,1.8,6.2,8.0,3.0,0.4,1.0,2.6,2.4,11.2,2018-2019
1666,202,Lonnie Walker IV,SG,20,SAS,6,0,3.5,0.5,1.3,.375,0.0,0.2,.000,0.5,1.2,.429,.375,0.0,0.0,0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.0,1.0,2018-2019
1667,203,Tyrone Wallace,PG,24,LAC,2,0,5.5,0.5,2.0,.250,0.0,0.0,0,0.5,2.0,.250,.250,1.0,1.5,.667,0.0,0.5,0.5,1.5,0.0,0.0,0.5,1.0,2.0,2018-2019
1668,204,Brad Wanamaker,PG,29,BOS,4,0,4.3,0.8,1.8,.429,0.3,0.3,1.000,0.5,1.5,.333,.500,0.8,1.0,.750,0.0,0.0,0.0,0.8,0.5,0.0,0.5,0.0,2.5,2018-2019
1669,205,Russell Westbrook,PG,30,OKC,5,5,39.4,8.0,22.2,.360,2.2,6.8,.324,5.8,15.4,.377,.410,4.6,5.2,.885,1.4,7.6,9.0,10.6,1.0,0.6,4.6,3.8,22.8,2018-2019
1670,206,Derrick White,PG,24,SAS,7,7,27.3,5.9,10.7,.547,0.7,2.4,.294,5.1,8.3,.621,.580,2.7,3.7,.731,0.1,2.9,3.0,3.0,0.7,0.7,2.1,2.4,15.1,2018-2019
1671,207,Lou Williams,SG,32,LAC,6,0,29.3,7.5,17.3,.433,1.0,3.0,.333,6.5,14.3,.453,.462,5.7,6.8,.829,1.0,1.8,2.8,7.7,0.8,0.2,3.0,2.3,21.7,2018-2019
1672,208,Robert Williams,C,21,BOS,3,0,4.3,0.3,0.7,.500,0.0,0.0,0,0.3,0.7,.500,.500,0.7,0.7,1.000,0.3,2.0,2.3,0.0,0.0,0.0,0.0,0.3,1.3,2018-2019
1673,209,D.J. Wilson,PF,22,MIL,8,0,5.4,1.0,2.0,.500,0.1,0.6,.200,0.9,1.4,.636,.531,0.3,0.3,1.000,0.1,1.1,1.3,0.5,0.0,0.1,0.9,0.9,2.4,2018-2019
1674,210,Guerschon Yabusele,PF,23,BOS,4,0,3.5,0.5,1.0,.500,0.0,0.3,.000,0.5,0.8,.667,.500,1.0,1.8,.571,0.3,0.3,0.5,0.3,0.0,0.3,0.3,0.8,2.0,2018-2019
1675,211,Thaddeus Young,PF,30,IND,4,4,32.5,4.5,10.5,.429,0.5,2.0,.250,4.0,8.5,.471,.452,1.0,1.8,.571,2.3,4.8,7.0,3.8,2.8,0.8,1.3,2.5,10.5,2018-2019
1676,212,Ivica Zubac,C,21,LAC,4,3,9.8,2.3,4.5,.500,0.0,0.0,0,2.3,4.5,.500,.500,0.5,0.8,.667,2.8,2.8,5.5,0.3,0.5,0.5,1.0,1.3,5.0,2018-2019
1677,1,Jaylen Adams,PG,23,POR,3,0,7.0,1.0,3.0,.333,0.0,1.3,.000,1.0,1.7,.600,.333,0.0,0.0,0,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0,2019-2020
1678,2,Steven Adams,C,26,OKC,7,7,30.0,4.4,7.4,.596,0.0,0.1,.000,4.4,7.3,.608,.596,1.3,2.9,.450,4.9,6.7,11.6,1.3,0.6,0.3,2.3,1.4,10.1,2019-2020
1679,3,Bam Adebayo,PF,22,MIA,19,19,36.2,6.5,11.6,.564,0.0,0.1,.000,6.5,11.5,.566,.564,4.7,6.1,.783,2.5,7.8,10.3,4.4,1.0,0.8,2.5,3.1,17.8,2019-2020
1680,4,Jarrett Allen,C,21,BRK,4,4,33.0,3.5,6.0,.583,0.0,0.0,0,3.5,6.0,.583,.583,3.3,4.0,.813,4.3,10.5,14.8,2.3,0.5,1.8,2.8,1.8,10.3,2019-2020
1681,5,Justin Anderson,SG,26,BRK,3,0,9.3,1.7,4.0,.417,1.7,3.7,.455,0.0,0.3,.000,.625,1.3,1.3,1.000,0.0,2.7,2.7,1.0,0.0,0.3,0.7,0.7,6.3,2019-2020
1682,6,Giannis Antetokounmpo,PF,25,MIL,9,9,30.8,10.0,17.9,.559,1.4,4.4,.325,8.6,13.4,.636,.599,5.2,9.0,.580,3.0,10.8,13.8,5.7,0.7,0.9,3.3,3.4,26.7,2019-2020
1683,7,Carmelo Anthony,PF,35,POR,5,5,35.2,5.6,13.6,.412,1.6,3.8,.421,4.0,9.8,.408,.471,2.4,2.8,.857,0.2,4.8,5.0,2.0,1.0,0.4,2.6,4.0,15.2,2019-2020
1684,8,OG Anunoby,SF,22,TOR,11,11,35.7,3.6,8.0,.455,1.5,3.7,.415,2.1,4.3,.489,.551,1.6,2.5,.643,2.4,4.5,6.9,1.2,1.0,1.2,1.5,2.5,10.5,2019-2020
1685,9,D.J. Augustin,PG,32,ORL,5,0,25.6,3.6,9.2,.391,1.6,3.4,.471,2.0,5.8,.345,.478,4.4,4.6,.957,0.0,2.0,2.0,6.0,0.2,0.0,2.4,1.2,13.2,2019-2020
1686,10,J.J. Barea,PG,35,DAL,1,0,5.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,3.0,3.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2019-2020
1687,11,Keita Bates-Diop,SF,24,DEN,5,0,4.8,0.2,1.0,.200,0.0,0.0,0,0.2,1.0,.200,.200,0.2,0.4,.500,0.6,0.6,1.2,0.2,0.0,0.0,0.0,0.0,0.6,2019-2020
1688,12,Darius Bazley,PF,19,OKC,7,0,18.0,1.9,4.4,.419,1.6,3.1,.500,0.3,1.3,.222,.597,1.3,1.4,.900,0.3,6.4,6.7,0.9,0.0,0.4,0.9,0.3,6.6,2019-2020
1689,13,Patrick Beverley,PG,31,LAC,8,8,20.8,2.5,4.9,.513,1.0,2.8,.364,1.5,2.1,.706,.615,0.3,0.5,.500,1.1,3.0,4.1,2.4,1.0,0.4,0.9,3.9,6.3,2019-2020
1690,14,Khem Birch,C,27,ORL,5,0,17.8,1.4,2.8,.500,0.0,0.0,0,1.4,2.8,.500,.500,2.0,2.2,.909,1.8,3.2,5.0,1.4,0.2,0.0,1.0,2.2,4.8,2019-2020
1691,15,Eric Bledsoe,PG,30,MIL,9,9,29.7,4.2,10.9,.388,0.9,3.6,.250,3.3,7.3,.455,.429,2.3,2.9,.808,0.6,4.0,4.6,5.9,1.2,0.7,2.6,2.2,11.7,2019-2020
1692,16,Bol Bol,PF,20,DEN,4,0,5.3,1.3,2.3,.556,0.5,0.8,.667,0.8,1.5,.500,.667,1.8,2.0,.875,0.8,0.5,1.3,0.0,0.5,0.5,0.5,0.3,4.8,2019-2020
